key,value,reference value,description
minimal.card.page_heading,Täname teid makseviisi üksikasjade värskendamise eest!,Thank you for updating your payment method details!,Thank you for updating your payment method details!
rhapsody.header.title,Minu vinge tellimisteenus,My awesome subscription service,My awesome subscription service
minimal.checkout.page_title,Kassas,Checkout,Checkout
elegant.checkout.page_heading,Täname tellimise eest!,Thank you for subscribing!,Thank you for subscribing!
inspire.portal.page_title,Kliendiportaal,Customer Portal,Customer Portal
rhapsody.footer.content,Kõik õigused reserveeritud. Autoriõigus © 2015.,All Right Reserved. Copyright &copy; 2015.,All Right Reserved. Copyright &copy; 2015.
minimal.thankyou.page_title,Aitäh,Thank You,Thank You
elegant.thankyou.page_heading,Olete edukalt registreerunud!,You've successfully signed up!,You've successfully signed up!
elegant.customer_portal.page_title,Kliendiportaal,Customer Portal,Customer Portal
rhapsody.thankyou.page_heading,Olete edukalt registreerunud!,You've successfully signed up!,You've successfully signed up!
elegant.checkout.aside_content,"<h4> Hindame teie privaatsust. </h4> <p> Me ei müü ega levita teie kontaktandmeid. Lugege meie privaatsuseeskirju. </p> <hr> <h4> Arvelduspäringud </h4> <p> Kui teil on küsimusi, pöörduge kindlasti meie tugitiimi poole. </p>",<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>
minimal.footer.content,Kõik õigused kaitstud. Autoriõigus © 2015.,All Rights Reserved. Copyright &copy; 2015.,All Rights Reserved. Copyright &copy; 2015.
elegant.header.title,Minu vinge tellimisteenus,My awesome subscription service,My awesome subscription service
rhapsody.thankyou.content,Teie konto teave on saadetud teie e-posti aadressile.,Your account information has been sent to your email address.,Your account information has been sent to your email address.
minimal.header.title,Minu vinge tellimisteenus,My awesome subscription service,My awesome subscription service
minimal.customer_portal.page_title,Kliendiportaal,Customer Portal,Customer Portal
inspire.thankyou.page_title,Aitäh,Thank You,Thank You
minimal.card.aside_content,"<p> Pange tähele, et see on ainult teie makseviisi värskendus. </p> <p> Arveldame teile vastavalt teie olemasolevale arveldusseadistusele. </p>",<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>
minimal.thankyou.content,Teie konto teave on saadetud teie e-posti aadressile.,Your account information has been sent to your email address.,Your account information has been sent to your email address.
elegant.card.aside_content,"<p> Pange tähele, et see on ainult teie makseviisi värskendus. </p> <p> Arve esitame teile vastavalt teie olemasolevale arveldusseadistusele. </p>",<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>
elegant.card.page_heading,Täname teid makseviisi üksikasjade värskendamise eest!,Thank you for updating your payment method details!,Thank you for updating your payment method details!
minimal.card.page_title,Värskendage oma makseviisi,Update your payment method,Update your payment method
inspire.thankyou.content,"<div class=""text-center""> <h3> Olete edukalt registreerunud! </h3> <p> Teie konto teave on saadetud teie e-posti aadressile. </p> </div>",<div class='text-center'><h3>You've successfully signed up!</h3><p>Your account information has been sent to your email address.</p></div>,<div class='text-center'><h3>You've successfully signed up!</h3><p>Your account information has been sent to your email address.</p></div>
minimal.checkout.page_heading,Täname tellimise eest!,Thank you for subscribing!,Thank you for subscribing!
rhapsody.card.page_title,Värskendage oma makseviisi,Update your payment method,Update your payment method
rhapsody.checkout.page_title,Kassas,Checkout,Checkout
rhapsody.thankyou.page_title,Aitäh,Thank You,Thank You
elegant.checkout.page_title,Kassas,Checkout,Checkout
elegant.thankyou.content,Teie konto teave on saadetud teie e-posti aadressile.,Your account information has been sent to your email address.,Your account information has been sent to your email address.
elegant.card.page_title,Värskendage oma makseviisi,Update your payment method,Update your payment method
rhapsody.customer_portal.page_title,Kliendiportaal,Customer Portal,Customer Portal
minimal.thankyou.page_heading,Olete edukalt registreerunud!,You've successfully signed up!,You've successfully signed up!
elegant.footer.content,Kõik õigused kaitstud. Autoriõigus © 2015.,All Rights Reserved. Copyright &copy; 2015.,All Rights Reserved. Copyright &copy; 2015.
elegant.thankyou.page_title,Aitäh,Thank You,Thank You
inspire.card.page_title,Värskendage oma makseviisi,Update your payment method,Update your payment method
inspire.header.title,Ettevõtte nimi,Company Name,Company Name
inspire.checkout.page_title,Kassas,Checkout,Checkout
minimal.checkout.aside_content,"<h4> Hindame teie privaatsust. </h4> <p> Me ei müü ega levita teie kontaktandmeid. Lugege meie privaatsuseeskirju. </p> <hr> <h4> Arvelduspäringud </h4> <p> Kui teil on küsimusi, pöörduge kindlasti meie tugitiimi poole. </p>",<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>
