key,value,reference value,description
error.column.base_money.numeric,peaks olema number,should be a number,
error.invalid_expiry_info,kehtetu aegumisteave,invalid expiry info,
error.column.number.allow_negative,ei tohiks olla negatiivne,should not be negative,
error.column.email.main, peaks olema kehtiv e-posti aadress, should be a valid email,
error.column.number.range.min_max,peaks jääma vahemikku %{min} ja %{max},should be in the range %{min} & %{max},
error.column.base_money.range.max,ei tohiks ületada %{max},should not exceed %{max},
error.column.number.range.max,ei tohiks ületada %{max},should not exceed %{max},
error.column.string.length.min, peaks olema vähemalt %{min} tähemärki, should have atleast %{min} characters,
error.atleast_today,Peaks olema vähemalt täna,Should be atleast today,
error.column.base_money.range.min,peaks olema vähemalt %{min},should be atleast %{min},
error.invalid_cvv,kehtetu CVV,invalid CVV,
error.column.base_money.main, vale valuuta vorming, invalid currency format,
error.column.number.range.min,peaks olema vähemalt %{min},should be atleast %{min},
error.column.string.length.max, ei tohiks olla rohkem kui %{max} tähemärki, should not have more than %{max} characters,
error.presence,ei saa olla tühi,cannot be blank,
error.wrong_format,Peaks olema vormingus %{regex},Should be in %{regex} format,
error.column.string.length.fixed_length, peaks olema %{min} tähemärki, should be of %{min} characters,
error.date_format,sobimatu kuupäevavorming,invalid date format,
error.column.string.length.min_max, peaks olema vahemikus %{min} kuni %{max} tähemärki, should be between %{min} and %{max} characters,
error.column.color.main,vale kuuskantvärvikood,invalid hex color code,
error.password.format,"Teie parool peab olema vähemalt 8 tähemärki pikk ja sisaldama täisarvu, tähestikku ja erimärki","Your password must be at least 8 characters long and contain an integer, an alphabet, and a special character",
error.column.integer.strict_int,kümnendarvud pole lubatud,decimal values are not allowed,
error.column.data.format_spaces, Vale kuupäevavorming, Invalid date format,
error.card_number,Vale krediitkaardi number,invalid credit card number,
error.register_for_gst_should_be_enabled,See on kohustuslik,This is mandatory,
error.column.uniqueness, %{column_name} on juba olemas,%{column_name} already exists,
error.column.base_money.range.min_max,peaks jääma vahemikku %{min} ja %{max},should be in the range %{min} & %{max},
error.column.number.main,peaks olema number,should be a number,
error.vat_number_cannot_be_blank,Käibemaksu number ei tohi olla tühi,VAT Number cannot be empty,
