key,value,reference value,description
invoice.transaction.credit_applied,Un credit de %{amount} a fost aplicat la %{date}.,A credit of %{amount} was applied on %{date}.,A credit of amount was applied on date
constants.taxes.avalara_partial_tax_desc,* Această sumă este calculată pe baza sumei impozabile care poate varia în funcție de legislația fiscală din țara dvs.,*This amount is calculated based on the taxable amount which may vary based on the taxation laws in your country.,avalara partial tax descirption text
invoice.transaction.voided_on,Anulat la %{date}.,Voided on %{date}.,Voided on date
transaction.payment_method.by_card_null, prin Card., by Card.,payment with card
transaction.payment_method.via_pm, prin %{payment_method}., via %{payment_method}.,via payment method type
invoice.footer.title.adjustments,Ajustări,Adjustments,Adjustments footer title
invoice.transaction.written_off, %{amount} a fost anulat la %{date}.,%{amount} was written-off on %{date}.,Amount was writted off on date
transaction.payment_method.by_card, după %{card_type} card care se termină %{last4_digits}., by %{card_type} card ending %{last4_digits}.,payment with card
invoice.transaction.refunded_initiated,Rambursarea %{amount} a fost inițiată la %{date},%{amount} refund was initiated on %{date},Amount refund was initiated on date
constants.invoice_customization.reverse_charge_msg,"TVA nu se aplică pe această factură, deoarece a fost furnizat un număr de înregistrare TVA valid și a fost aplicat mecanismul de taxare inversă.",VAT is not applicable on this invoice because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.refunded_completed, %{amount} a fost rambursat la %{date},%{amount} was refunded on %{date},Amount refunded on date
invoice.footer.title.payments,Plăți,Payments,Payment footer title
constants.invoice_customization.cn_reverse_charge_msg,TVA nu se aplică pentru această notă de credit deoarece a fost furnizat un număr de înregistrare TVA valid și a fost aplicat mecanismul de taxare inversă.,VAT is not applicable on this credit note because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge mesage for credit note
transaction.payment_method.offline_payment,Plata offline,Offline Payment,Payment through other channels
transaction.payment_method.to_card_null, către Card., to Card.,payment with card
constants.invoice_customization.vat_exemption_note_export_uk,"Vă rugăm să rețineți că întrucât Regatul Unit nu mai face parte din UE, serviciile noastre nu intră în sfera TVA-ului din Regatul Unit.","Please note that as the UK is no longer part of the EU, our services are outside the scope of UK VAT.",VAT Export Note for UK
transaction.payment_method.to_card, la %{card_type} card care se termină %{last4_digits}., to %{card_type} card ending %{last4_digits}.,payment with card
invoice.footer.title.credits,credite,Credits,Credits footer title
invoice.transaction.adjustment,O ajustare de %{amount} a fost făcută la %{date}.,An adjustment of %{amount} was made on %{date}.,Adjustment of amount was made on date
constants.invoice_customization.quote_reverse_charge_msg,TVA nu se aplică pentru acest %{quote_title} deoarece a fost furnizat un număr de înregistrare TVA valid și a fost aplicat mecanismul de taxare inversă.,VAT is not applicable on this %{quote_title} because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.chargeback_text,O rambursare de %{amount} a fost înregistrată ca rambursare la %{date},A chargeback of %{amount} has been recorded as refund on %{date},A chargeback recorded on a date
constants.invoice_customization.vat_exemption_note_export,Această tranzacție de export este scutită de TVA în conformitate cu articolul 146 din Directiva UE TVA.,This export transaction is exempt from VAT as per Article 146 of the EU VAT Directive., VAT Exemption for Export
transaction.payment_method.direct_debit,ACH,ACH,Direct Debit heading
transaction.payment_method.via_card_wallet_pm, prin intermediul %{payment_method} ( %{card_type} card care se termină %{last4_digits})., via  %{payment_method} ( %{card_type} card ending %{last4_digits} ).,via payment method type
transaction.payment_method.by_pm, de %{payment_method}., by %{payment_method}.,by payment method type
