key,value,reference value,description
line_item.coupon.non_discount_all, %{coupon_details} din %{disc_amt} aplicat pe %{line_items} elemente rând.,%{coupon_details} of %{disc_amt} applied on %{line_items} line items.,The applied on text for coupon
line_item.coupon.non_discount_singular, %{coupon_details} din %{disc_amt} aplicat pentru elementul rând %{line_items}.,%{coupon_details} of %{disc_amt} applied on line item %{line_items}.,The applied on text for coupon
line_item.coupon.ao_text_singular, %{coupon_details} aplicat pentru elementul rând %{line_items} - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on line item %{line_items} - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.final_credit_correction.added,Credite rămase adăugate,Leftover Credits Added,when amount is < than 0
line_item.plan.prorated_charges,Taxe proporționale,Prorated Charges,Prorated Charges for plan/addon prorated charges
line_item.coupon.ao_text_all, %{coupon_details} aplicat pe %{line_items} elemente rând - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on %{line_items} line items - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.desc.prorated_credits_for,Credite proporționale pentru %{date_range},Prorated Credits for %{date_range},Protated Credits for 3rd oct to 15th oct
line_item.coupon.free_quantity, Cantitate gratuită, Free Quantity,Free quantity in a coupon
line_item.coupon.ao_text_plural, %{coupon_details} aplicat pentru elementele rând %{line_items} - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on line items %{line_items} - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.desc.stairstep_pricing, %{amount} pentru %{unit} unități,%{amount} for %{unit} units,Stairstep pricing description
line_item.desc.total_units,Total unități - %{unit},Total units - %{unit},Total units
line_item.final_credit_correction.removed,Credite suplimentare eliminate,Additional Credits Removed,when amount is > than 0
email.line_item.coupon.text,<b> %{coupon_details} %{disc_amt} off </b> a solicitat %{line_item_desc}.,<b>%{coupon_details} %{disc_amt} off</b> applied for %{line_item_desc}.,The applied on text for coupon
line_item.plan.set_up_fee,Taxa de instalare,Setup Fee,Plan set up fee - description at line item level
line_item.desc.credit_adjustments,Credite proporționale,Prorated Credits,Prorated credits given for a line item
line_item.desc.reclaimed_account_credits,Credite promoționale returnate,Promotional Credits Returned,promotional credits given for a line item
line_item.desc.account_credits,Credite promoționale,Promotional Credits,promotional credits given for a line item
cn.discount.text,Reduceri sau credite aplicate pe această factură,Discounts/credits applied on this invoice,text
line_item.desc.reclaimed_credit_adjusments,Credite proporționale returnate,Prorated Credits Returned,Prorated credits given for a line item
line_item.fractional_correction,Corecție fracțională,Fractional Correction,Fractional Correction
line_item.coupon.non_discount_plural, %{coupon_details} din %{disc_amt} aplicat pentru elementele rând %{line_items}.,%{coupon_details} of %{disc_amt} applied on line items %{line_items}.,The applied on text for coupon
line_item.desc.units,unități,units,units
