key,value,reference value,description
gift_order_confirmed.gift_receiver.email,Електронна адреса одержувача,Recipient email,
contract_is_renewed.contract_term.contract_period,Період контракту,Contract Period,
subscription_pause_reminder.subscription.resume_date,Дата резюме,Resume date,
welcome_mails_in_active_state.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
subscription_changed_all_other_changes.subscription.next_estimate_amount,Розрахункова плата за поновлення,Estimated charge on renewal,
credit_note_updated.credit_note.id,Номер кредитної виписки,Credit note number,
welcome_mails_in_future_state.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
payments_and_credits_payment_initiated.customer_payment_method.info,Спосіб оплати,Payment method,
contract_ends_and_subscription_continues.contract_term.contract_period,Період контракту,Contract Period,
subscription_reactivation.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
payments_and_credits_successful_recurring_payments.transaction.date,Дата оплати,Payment date,
payment_one_time_failures.transaction.amount,Рахунок-фактура,Invoiced amount,
subscription_paused.subscription.resume_date,Дата резюме,Resume date,
payments_and_credits_refunded.transaction.date,Повернено,Refunded on,
subscription_changed_all_other_changes.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
payments_and_credits_successful_payment.transaction.amount,Рахунок-фактура,Invoiced amount,
trial_started_for_future_subscriptions.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
gift_order_confirmed.gift.scheduled_at,Повідомляти далі,Notify on,
subscription_activated_from_future_state.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
gift_cancelled.gift.scheduled_at,Повідомляти далі,Notify on,
trial_expired_notification.customer_invoice_summary.not_paid_due_total_amount,Орієнтовна плата за активацію,Estimated charge on activation,
payments_and_credits_payment_initiated.transaction.date,Дата оплати,Payment date,
welcome_mails_in_active_state.subscription.next_renewal_on,Наступне поновлення на,Next renewal on,
subscription_changed_all_other_changes.customer_balance.unused_payments,Надмірні платежі,Excess payments,
credit_note_adjustment_created.credit_note.status,Статус кредитної векселі,Credit note status,
contract_is_renewed.contract_term.total_contract_value,Загальна вартість контракту,Total Contract Value,
payment_offline_payments_profile_for_renewal_invoices.invoice.amount_due,Рахунок-фактура,Invoiced amount,
payments_and_credits_refund_initiated.transaction.date,Повернено,Refunded on,
subscription_expiry_and_cancellations_cancellation_followups.customer_balance.refundable_credits,Повертаються кредити,Refundable credits,
future_subscription_reminders.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
order_shipment_reminder.order.shipping_date,Дата відправки,Shipment date,
subscription_expiry_and_cancellations_reminder.subscription.cancel_reason,Причина скасування,Cancellation reason,
contract_and_subscription_ends.contract_term.total_contract_value,Загальна вартість контракту,Total Contract Value,
welcome_mails_in_non_renewal_state.customer_payment_method.info,Спосіб оплати,Payment method,
welcome_mails_in_trial_state.subscription.next_estimate_amount,Орієнтовна плата за активацію,Estimated charge on activation,
subscription_resumption_reminder.subscription.resume_date,Дата резюме,Resume date,
subscription_renewal_reminders.subscriptions.subscribed_to,Підсумок підписки,Subscription summary,
payment_terms_netd_reminders.invoice.amount,Рахунок-фактура,Invoiced amount,
payment_one_time_failures.invoice.due_date,Належить з,Due since,
