key,value,reference value,description
invoice.transaction.credit_applied,Dňa %{date} bol pripísaný kredit vo výške %{amount}.,A credit of %{amount} was applied on %{date}.,A credit of amount was applied on date
constants.taxes.avalara_partial_tax_desc,"* Táto suma sa počíta na základe základu dane, ktorý sa môže líšiť v závislosti od daňových zákonov vo vašej krajine.",*This amount is calculated based on the taxable amount which may vary based on the taxation laws in your country.,avalara partial tax descirption text
invoice.transaction.voided_on,Zrušené %{date}.,Voided on %{date}.,Voided on date
transaction.payment_method.by_card_null, Card., by Card.,payment with card
transaction.payment_method.via_pm, prostredníctvom %{payment_method}., via %{payment_method}.,via payment method type
invoice.footer.title.adjustments,Úpravy,Adjustments,Adjustments footer title
invoice.transaction.written_off, %{amount} bolo odpísané %{date}.,%{amount} was written-off on %{date}.,Amount was writted off on date
transaction.payment_method.by_card, o %{card_type} karta končiaca %{last4_digits}., by %{card_type} card ending %{last4_digits}.,payment with card
invoice.transaction.refunded_initiated,Vrátenie %{amount} bolo iniciované %{date},%{amount} refund was initiated on %{date},Amount refund was initiated on date
constants.invoice_customization.reverse_charge_msg,"Na túto faktúru sa DPH nevzťahuje, pretože bolo poskytnuté platné IČ DPH a bol použitý mechanizmus prenesenia daňovej povinnosti.",VAT is not applicable on this invoice because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.refunded_completed, %{amount} bola vrátená dňa %{date},%{amount} was refunded on %{date},Amount refunded on date
invoice.footer.title.payments,Platby,Payments,Payment footer title
constants.invoice_customization.cn_reverse_charge_msg,"Na tento dobropis sa DPH nevzťahuje, pretože bolo poskytnuté platné registračné číslo DPH a bol použitý mechanizmus prenesenia daňovej povinnosti.",VAT is not applicable on this credit note because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge mesage for credit note
transaction.payment_method.offline_payment,Platba offline,Offline Payment,Payment through other channels
transaction.payment_method.to_card_null, do kard., to Card.,payment with card
constants.invoice_customization.vat_exemption_note_export_uk,"Upozorňujeme, že pretože Spojené kráľovstvo už nie je súčasťou EÚ, naše služby nepatria do rozsahu britskej DPH.","Please note that as the UK is no longer part of the EU, our services are outside the scope of UK VAT.",VAT Export Note for UK
transaction.payment_method.to_card, na %{card_type} karta končiaca %{last4_digits}., to %{card_type} card ending %{last4_digits}.,payment with card
invoice.footer.title.credits,Úvery,Credits,Credits footer title
invoice.transaction.adjustment,Dňa %{date} bola vykonaná úprava %{amount}.,An adjustment of %{amount} was made on %{date}.,Adjustment of amount was made on date
constants.invoice_customization.quote_reverse_charge_msg,"Na toto %{quote_title} sa DPH nevzťahuje, pretože bolo poskytnuté platné registračné číslo DPH a bol uplatnený mechanizmus prenesenia daňovej povinnosti.",VAT is not applicable on this %{quote_title} because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.chargeback_text,Kompenzácia vo výške %{amount} bola zaznamenaná ako refundácia v %{date},A chargeback of %{amount} has been recorded as refund on %{date},A chargeback recorded on a date
constants.invoice_customization.vat_exemption_note_export,Táto vývozná transakcia je oslobodená od DPH podľa článku 146 smernice o DPH EÚ.,This export transaction is exempt from VAT as per Article 146 of the EU VAT Directive., VAT Exemption for Export
transaction.payment_method.direct_debit,ACH,ACH,Direct Debit heading
transaction.payment_method.via_card_wallet_pm, prostredníctvom %{payment_method} ( %{card_type} karta končiaca %{last4_digits})., via  %{payment_method} ( %{card_type} card ending %{last4_digits} ).,via payment method type
transaction.payment_method.by_pm, o %{payment_method}., by %{payment_method}.,by payment method type
