key,value,reference value,description
credit_note.label.credit_note,Nota kredytowa,Credit Note,The title credit note
credit_note.header.label.units,Jednostki,Units,The table heading under which the product count is displayed. The number of units sold/returned/replaceed
credit_note.title.refunds,Zwroty kosztów,Refunds,Refunds
credit_note.label.sub_total,Suma cząstkowa,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.branding.test_label,To jest przykładowa nota kredytowa wygenerowana przez Chargebee,This is a sample credit note generated by Chargebee,Chargebee logo for the sandbox site on all invoices to indicate that it is just a sample
credit_note.title.refunds_and_allocations,Zwroty kosztów i alokacje,Refunds & Allocations, Refunds and Allocations
credit_note.label.shipped_to,Wysłano do,Shipped To,Label - The customer's shipping address follows this label
credit_note.header.label.unit_price,Cena jednostkowa,Unit Price,The table heading under which the cost of the product per unit is displayed
credit_note.label.fractional_correction,Korekcja ułamkowa,Fractional Correction,Fractional Correction
credit_note.label.reason_code,Kod powodu,Reason Code,Label Reason code. Why the credits were issued
credit_note.refund_transaction.text, %{amount} został zwrócony w dniu %{date},%{amount} was refunded on %{date},Amount  refunded on a date
credit_note.label.tax.inclusive,włącznie,incl. ,short form for inclusive as in tax inclusive
credit_note.label.date,Data,Date,Label date
credit_note.label.tax.vat,VAT,VAT,VAT
credit_note.label.tax.exclusive,Ekskluzywny,excl. ,short form for exclusive as in tax exclusive
credit_note.header.label.price,Cena £,Price,The table heading under which the cost of the product is displayed
credit_note.label.total,Całkowity,Total,Total - label the net amount of the invoice/credit note
credit_note.title.allocations,Alokacje,Allocations,Allocations
credit_note.label.round_off,Zaokrąglić,Round Off,Indicates that all numbers have been rounded off to a whole number
credit_note.label.refunds,Zwroty kosztów,Refunds,Refunds - label indicating when a part or full invoice amount is given back
credit_note.label.ref_invoice,Odwołaj fakturę,Ref Invoice,testing
credit_note.label.due,Dostepna ilosc,Amount Available,Label to indicate the amount available for the customer to apply credits in the future
credit_note.label.tax.inclusive_of_vat,zawiera podatek VAT,incl. VAT,VAT Inclusive -  inclusive of all taxes
credit_note.label.billed_to,Płatne przez,Billed To,Label - The customer's billing address follows this label
credit_note.label.allocations,Alokacje,Allocations,Credit note label indicating the allocations
credit_note.label.amount,Ilość,Amount,Label amount
credit_note.header.label.amount,Ilość,Amount,Amount label
credit_note.applied_transaction.text, %{amount} został przydzielony na fakturę „ %{invoice_number}” w %{date}.,%{amount} was allocated for invoice '%{invoice_number}' at %{date}.,Amount was allocated for invoice #123 at date.
credit_note.label.customer_id,Identyfikator klienta,Customer ID,Label customer id
credit_note.header.label.sub_total,Suma cząstkowa,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.label.tax.tax,Podatek,Tax,Tax
credit_note.header.label.discounts,Zniżka,Discount,Label that lists the discounts issued
credit_note.label.tax.exclusive_of_vat,Bez podatku VAT,excl. VAT,VAT Exclusive - exclusive of taxes
credit_note.header.label.description,Opis,Description,The table heading under which the product description comes
credit_note.label.id,ID,ID,Id - the credit note id
credit_note.label.subscription,Subskrypcja,Subscription,The label subscription - All the subscription details follow the label
