key,value,reference value,description
gift_order_confirmed.gift_receiver.email,Saņēmēja e-pasts,Recipient email,
contract_is_renewed.contract_term.contract_period,Līguma periods,Contract Period,
subscription_pause_reminder.subscription.resume_date,Atsākt datumu,Resume date,
welcome_mails_in_active_state.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
subscription_changed_all_other_changes.subscription.next_estimate_amount,Paredzētā maksa par atjaunošanu,Estimated charge on renewal,
credit_note_updated.credit_note.id,Kredītvēstules numurs,Credit note number,
welcome_mails_in_future_state.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
payments_and_credits_payment_initiated.customer_payment_method.info,Apmaksas veids,Payment method,
contract_ends_and_subscription_continues.contract_term.contract_period,Līguma periods,Contract Period,
subscription_reactivation.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
payments_and_credits_successful_recurring_payments.transaction.date,Maksājuma datums,Payment date,
payment_one_time_failures.transaction.amount,Rēķina summa,Invoiced amount,
subscription_paused.subscription.resume_date,Atsākt datumu,Resume date,
payments_and_credits_refunded.transaction.date,Atmaksāts,Refunded on,
subscription_changed_all_other_changes.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
payments_and_credits_successful_payment.transaction.amount,Rēķina summa,Invoiced amount,
trial_started_for_future_subscriptions.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
gift_order_confirmed.gift.scheduled_at,Paziņot par,Notify on,
subscription_activated_from_future_state.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
gift_cancelled.gift.scheduled_at,Paziņot par,Notify on,
trial_expired_notification.customer_invoice_summary.not_paid_due_total_amount,Paredzamā aktivizācijas maksa,Estimated charge on activation,
payments_and_credits_payment_initiated.transaction.date,Maksājuma datums,Payment date,
welcome_mails_in_active_state.subscription.next_renewal_on,Nākamā atjaunošana ir,Next renewal on,
subscription_changed_all_other_changes.customer_balance.unused_payments,Pārmērīgi maksājumi,Excess payments,
credit_note_adjustment_created.credit_note.status,Kredītvēstures statuss,Credit note status,
contract_is_renewed.contract_term.total_contract_value,Līguma kopējā vērtība,Total Contract Value,
payment_offline_payments_profile_for_renewal_invoices.invoice.amount_due,Rēķina summa,Invoiced amount,
payments_and_credits_refund_initiated.transaction.date,Atmaksāts,Refunded on,
subscription_expiry_and_cancellations_cancellation_followups.customer_balance.refundable_credits,Atmaksājami kredīti,Refundable credits,
future_subscription_reminders.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
order_shipment_reminder.order.shipping_date,Piegādes datums,Shipment date,
subscription_expiry_and_cancellations_reminder.subscription.cancel_reason,Anulēšanas iemesls,Cancellation reason,
contract_and_subscription_ends.contract_term.total_contract_value,Līguma kopējā vērtība,Total Contract Value,
welcome_mails_in_non_renewal_state.customer_payment_method.info,Apmaksas veids,Payment method,
welcome_mails_in_trial_state.subscription.next_estimate_amount,Paredzamā aktivizācijas maksa,Estimated charge on activation,
subscription_resumption_reminder.subscription.resume_date,Atsākt datumu,Resume date,
subscription_renewal_reminders.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
payment_terms_netd_reminders.invoice.amount,Rēķina summa,Invoiced amount,
payment_one_time_failures.invoice.due_date,Termiņš kopš,Due since,
welcome_mails_in_future_state.subscription.start_date,Abonēšana sākas,Subscription starts on,
payment_dunning_profiles_for_one_time_invoices.transaction.date,Mēģināts veikt iepriekšēju maksu,Previous charge attempted on,
subscription_expiry_and_cancellations_expired.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
payment_dunning_profile_for_initial_attempt.transaction.payment_failure_reason,Neveiksmes iemesls,Failure reason,
subscription_activated_from_future_state.subscription.next_renewal_on,Nākamā atjaunošana ir,Next renewal on,
subscription_expiry_and_cancellations_reminder.customer_invoice_summary.not_paid_due_invoice_count,Neapmaksāts viens vai vairāki rēķini,Unpaid invoices,
payment_terms_netd_invoice_posted.invoice.amount,Rēķina summa,Invoiced amount,
subscription_expiry_and_cancellations_cancellation_followups.customer_balance.unused_payments,Pārmērīgi maksājumi,Excess payments,
payment_dunning_profile_for_initial_attempt_for_one_time_invoices.customer_payment_method.info,Apmaksas veids,Payment method,
contract_is_terminated.contract_term.total_contract_value,Līguma kopējā vērtība,Total Contract Value,
subscription_reactivation.subscription.next_estimate_amount,Paredzamā maksa nākamajā atjaunošanā,Estimated charge on next renewal,
payment_dunning_profiles_for_one_time_invoices.transaction.amount,Rēķina summa,Invoiced amount,
subscription_pause_reminder.subscription.pause_date,Pārtraukt datumu,Pause date,
payment_authorization_succeeded.transaction.amount,Atļautā summa,Authorized amount,
payment_dunning_profile_for_initial_attempt.transaction.amount,Rēķina summa,Invoiced amount,
payment_one_time_failures.customer_payment_method.info,Apmaksas veids,Payment method,
subscription_paused.subscription.pause_date,Pārtraukt datumu,Pause date,
payment_authorization_succeeded.customer_payment_method.info,Apmaksas veids,Payment method,
credit_note_updated.credit_note.status,Kredītvēstures statuss,Credit note status,
subscription_changed_coupon_applied.coupon.coupons,Kuponi,Coupons,
payment_method_expiry_invalidated_notification.customer_payment_method.info,Apmaksas veids,Payment method,
direct_debit_payment_reminder_for_pad.transaction.statement_descriptor,Maksājumi jūsu bankas izrakstā tiks parādīti kā,Payments will appear in your bank statement as ,
welcome_mails_in_trial_state.subscription.trial_end,Izmēģinājums beidzas,Trial ends on,
welcome_mails_in_active_state.subscription.next_estimate_amount,Paredzamā maksa nākamajā atjaunošanā,Estimated charge on next renewal,
invoice_receipt.invoice.amount_due,Jāsamaksā,Amount due,
trial_expiry_reminders.subscription.next_estimate_amount,Paredzamā aktivizācijas maksa,Estimated charge on activation,
trial_extension_notification.subscription.trial_end,Izmēģinājums beidzas,Trial ends on,
contract_is_renewed.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
subscription_expiry_and_cancellations_cancellation_followups.subscriptions.subscribed_to,Abonēšanas kopsavilkums,Subscription summary,
future_subscription_reminders.subscription.start_date,Abonēšana sākas,Subscription starts on,
trial_started_for_future_subscriptions.subscription.trial_end,Izmēģinājums beidzas,Trial ends on,
payments_and_credits_payment_initiated.transaction.amount,Rēķina summa,Invoiced amount,
subscription_expiry_and_cancellations_reminder.customer_balance.account_credits,Reklāmas kredīti,Promotional credits,
payment_offline_payments_profile_for_renewal_invoices.invoice.due_date,Termiņš kopš,Due since,
contract_is_terminated.contract_term.contract_period,Līguma periods,Contract Period,
payment_dunning_profile_for_initial_attempt_for_one_time_invoices.transaction.date,Mēģināts veikt iepriekšēju maksu,Previous charge attempted on,
gift_cancelled.gift_receiver.email,Saņēmēja e-pasts,Recipient email,
order_shipment_reminder.order.id,Pasūtījuma ID,Order ID,
contract_is_renewed.contract_term.billing_cycle,Kopējie norēķinu cikli,Total Billing Cycles,
payment_dunning_profile_for_initial_attempt_for_one_time_invoices.transaction.amount,Rēķina summa,Invoiced amount,
credit_note_adjustment_created.credit_note.reason_code,Kredītvēstules iemesls,Credit note reason,
subscription_renewal_reminders.subscription.next_renewal_on,Atjaunošanas datums,Renewal date,
credit_note_adjustment_created.credit_note.total,Kredītvēstules summa,Credit note amount,
trial_expired_notification.subscription.cancelled_at,Izmēģinājuma derīguma termiņš beidzās,Trial expired on,
contract_and_subscription_ends.contract_term.contract_period,Līguma periods,Contract Period,
payment_one_time_failures.transaction.payment_failure_reason,Neveiksmes iemesls,Failure reason,
payment_terms_netd_reminders.invoice.due_date,Sakarā ar,Due on,
contract_is_terminated.contract_term.billing_cycle,Kopējie norēķinu cikli,Total Billing Cycles,
credit_note_adjustment_created.credit_note.id,Kredītvēstules numurs,Credit note number,
payment_offline_payments_profile_for_one_time_invoices.invoice.amount_due,Rēķina summa,Invoiced amount,
contract_ends_and_subscription_continues.contract_term.action_at_term_end,Term-End,At Term-End,
subscription_expiry_and_cancellations_expired.customer_invoice_summary.not_paid_due_invoice_count,Neapmaksāts viens vai vairāki rēķini,Unpaid invoices,
subscription_activated_from_trial_state.subscription.next_renewal_on,Nākamā atjaunošana ir,Next renewal on,
