key,value,reference value,description
card_orders.order.id,Pasūtījuma ID,Order ID,
button.update_payment_method,Atjaunināt maksājuma veidu,Update Payment Method,
button.extend_subscription,Paplašināt abonementu,Extend Subscription,
card_orders_shipping_address.address.orders_shipping_address,Piegādes adrese,Shipping Address,
button.retarget_hp_url,Pabeidziet pirkumu,Complete Your Purchase,
button.reset_password,Atiestatīt paroli,Reset Password,
card_contract_terms.contract_term.current_billing_cycle,Pašreizējais cikls,Current Cycle,
button.portal_verify_email,Pārbaudiet e-pasta adresi,Verify Email Address,
card_invoices.title,Jūsu rēķini,Your Invoices,
card_addresses.billing_address.full_billing_address,Norēķinu adrese,Billing Address,
button.pay_now,Maksā tagad,Pay Now,
button.claim_gift,Pieprasiet dāvanu,Claim Gift,
card_orders.order.shipment_carrier,Sūtījumu pārvadātājs,Shipment carrier,
button.click_here,Noklikšķiniet šeit,Click Here,
card_contract_terms.contract_term.billing_cycle,Kopējie norēķinu cikli,Total Billing Cycles,
card_offline_pm.subscriptions.selected_offline_pm,Atlasītais maksājuma veids,Selected payment method,
card_orders.order.batch_id,Partijas ID,Batchid,
card_offline_pm.subscriptions.offline_pm_instruction,Papildu informācija,Additional details,
card_recurring_items.title,Jūsu abonements,Your Subscription,
card_contract_terms.contract_term.termination_fee,Izbeigšanas maksa,Termination fee,
card_customer.title,Jūsu informācija,Your details,
card_recurring_items.subscription.id,ID,ID,
card_addresses.shipping_address.full_shipping_address,Piegādes adrese,Shipping Address,
card_gift_message.title,"Lūk, jums personisks ziņojums",Here's a personal message for you,
card_orders.order.amount,Pasūtījuma summa,Order Amount,
card_orders.order.shipping_date,Piegādes datums,Shipment date,
card_hp_order_items.title,Preces jūsu pasūtījumā:,Items in your order:,
card_contract_terms.contract_term.action_at_term_end,Term-End,At Term-End,
card_orders.order.tracking_id,Izsekošanas ID,Tracking id,
card_recurring_items.subscription.po_number,PO numurs,PO Number,
card_orders.order.note,Piezīme,Note,
card_contract_terms.title,Informācija par līgumu,Contract details,
card_contract_terms.contract_term.total_contract_value,Līguma kopējā vērtība,Total Contract Value,
card_contract_terms.contract_term.contract_period,Līguma periods,Contract Period,
card_orders.title,Jūsu pasūtījums,Your order,
card_customer.customer.id,ID,ID,
