key,value,reference value,description
hp.portal.mark.backup,Отметить как резервную копию,Mark as Backup,Marking a payment method as Backup
hp.billing_period.week, %{period} недель,%{period} Weeks,2 Weeks
hp.portal.powered_by,Питаться от,Powered by,Powered by chargebee
hp.clientjs.cannot_be_blank,не может быть пустым,cannot be blank,cannot be blank
action_error.post,При отправке произошли ошибки,There were errors while submitting,There were errors while submitting
hp.change_link,Изменять,Change,Change link
hp.portal.signed_up,Зарегистрировались %{date},Signed up on %{date},Account signed up on 12-03-2016
hp.portal.invoice.showing,Отображение,Showing,Showing invoice label
payment_method.info.card,"карта, заканчивающаяся на %{last4_digits}",card ending with %{last4_digits},card ending with 4111
payment_method.info.direct_debit," %{bank_name}, номер счета заканчивается на %{last4_digits}","%{bank_name}, Account number ending with %{last4_digits}",
hp.portal.chargebee_secure,Безопасная оплата Chargebee,Chargebee Secure Payment,Chargebee Secure Payment - security statement
hp.portal.payment_method_role.backup,Резервный,Backup,Payment method is tagged as Backup
hp.gocardless.desc,Настроить прямой дебет,Set up Direct Debit,Set up Direct Debit - gateway label
hp.portal.mark.primary,Отметить как основной,Mark as Primary,Marking a payment method as Primary
hp.bt_apple_card,карта %{card_type},%{card_type} card,Visa Card
hp.apple_card_ending,Окончание карты ... %{digits},Card ending ... %{digits},Card Ending .. 4444
hp.clientjs.successful_card_update,вы успешно обновили данные своей карты.,you have successfully updated your card details.,you have successfully updated your card details.
hp.amazon.desc,"Оплачивайте безопасно, используя информацию из своей учетной записи Amazon.",Pay securely using the information on your Amazon account.,Pay securely using the information on your Amazon account - one liner for amazon gateway payments
hp.portal.remove.backup,Удалить резервную копию,Remove Backup,Unmarking a payment method as Backup
hp.card_ending,"Карта %{card_type}, заканчивающаяся ... %{digits}",%{card_type} card ending ... %{digits},Visa Card Ending .. 4444
hp.clientjs.successful_signup,вы успешно подписались на услугу,you have successfully signed up for the service,you have successfully signed up for the service
apple_pay.label.tax,НАЛОГ (ЕЩЕ РАСЧЁТ),TAX (YET TO BE CALCULATED),Label for tax amount
hp.portal.paypal_redirect,Перенаправление на PayPal ...,Redirecting to PayPal...,Redirecting to PayPal... - info
hp.order_summary.terms_to_charge,для %{no_of_terms} условий,for %{no_of_terms} terms,($100.00 x 3) for 2 terms
hp.clientjs.submit_error,При отправке произошли ошибки,There were errors while submitting,There were errors while submitting
hp.clientjs.problem_while_processing,"Проблема при обработке вашей формы. Пожалуйста, проверьте данные вашей формы.",Problem while processing your form. Please verify your form details.,Problem while processing your form. Please verify your form details.
hp.portal.payment_method_role.primary,Начальный,Primary,Payment method is tagged as Primary
payment_method.info.paypal_express_checkout,Счет PayPal Express Checkout,PayPal Express Checkout account,PayPal Express Checkout account
hp.portal.ach_agree_details1,"Я (мы) настоящим разрешаю и прошу %{merchant_name} списать средства с моего (нашего) счета в указанном финансовом учреждении и зачислить средства. Я (мы) разрешаю %{merchant_name} предпринимать любые действия, необходимые для исправления любых ошибок.","I (We) hereby authorize and request %{merchant_name} to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize %{merchant_name} to take any and all action required to correct any errors.","I (We) hereby authorize and request Chargebee to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize Chargebee to take any and all action required to correct any errors."
