key,value,reference value,description
credit_note.label.credit_note,Кредитная нота,Credit Note,The title credit note
credit_note.header.label.units,Единицы измерения,Units,The table heading under which the product count is displayed. The number of units sold/returned/replaceed
credit_note.title.refunds,Возврат,Refunds,Refunds
credit_note.label.sub_total,Промежуточный итог,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.branding.test_label,"Это образец кредит-ноты, созданный Chargebee.",This is a sample credit note generated by Chargebee,Chargebee logo for the sandbox site on all invoices to indicate that it is just a sample
credit_note.title.refunds_and_allocations,Возврат и отчисления,Refunds & Allocations, Refunds and Allocations
credit_note.label.shipped_to,Отправлено в,Shipped To,Label - The customer's shipping address follows this label
credit_note.header.label.unit_price,Цена за единицу,Unit Price,The table heading under which the cost of the product per unit is displayed
credit_note.label.fractional_correction,Дробная коррекция,Fractional Correction,Fractional Correction
credit_note.label.reason_code,Код причины,Reason Code,Label Reason code. Why the credits were issued
credit_note.refund_transaction.text, %{amount} был возвращен %{date},%{amount} was refunded on %{date},Amount  refunded on a date
credit_note.label.tax.inclusive,инклюзивный,incl. ,short form for inclusive as in tax inclusive
credit_note.label.date,Датировать,Date,Label date
credit_note.label.tax.vat,VAT,VAT,VAT
credit_note.label.tax.exclusive,эксклюзивный,excl. ,short form for exclusive as in tax exclusive
credit_note.header.label.price,Цена,Price,The table heading under which the cost of the product is displayed
credit_note.label.total,Общее,Total,Total - label the net amount of the invoice/credit note
credit_note.title.allocations,Ассигнования,Allocations,Allocations
credit_note.label.round_off,Округлять,Round Off,Indicates that all numbers have been rounded off to a whole number
credit_note.label.refunds,Возврат,Refunds,Refunds - label indicating when a part or full invoice amount is given back
credit_note.label.ref_invoice,Ref Invoice,Ref Invoice,testing
credit_note.label.due,Доступная сумма,Amount Available,Label to indicate the amount available for the customer to apply credits in the future
credit_note.label.tax.inclusive_of_vat,с учетом НДС,incl. VAT,VAT Inclusive -  inclusive of all taxes
credit_note.label.billed_to,Выставлен счет,Billed To,Label - The customer's billing address follows this label
credit_note.label.allocations,Ассигнования,Allocations,Credit note label indicating the allocations
credit_note.label.amount,Количество,Amount,Label amount
credit_note.header.label.amount,Количество,Amount,Amount label
credit_note.applied_transaction.text," %{amount} было выделено для счета "" %{invoice_number}"" на %{date}.",%{amount} was allocated for invoice '%{invoice_number}' at %{date}.,Amount was allocated for invoice #123 at date.
credit_note.label.customer_id,Пользовательский ИД,Customer ID,Label customer id
credit_note.header.label.sub_total,Промежуточный итог,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.label.tax.tax,Налог,Tax,Tax
credit_note.header.label.discounts,Скидка,Discount,Label that lists the discounts issued
credit_note.label.tax.exclusive_of_vat,Без НДС,excl. VAT,VAT Exclusive - exclusive of taxes
credit_note.header.label.description,Описание,Description,The table heading under which the product description comes
credit_note.label.id,ID,ID,Id - the credit note id
credit_note.label.subscription,Подписка,Subscription,The label subscription - All the subscription details follow the label
