key,value,reference value,description
invoice.transaction.credit_applied,Кредит в размере %{amount} был применен к %{date}.,A credit of %{amount} was applied on %{date}.,A credit of amount was applied on date
constants.taxes.avalara_partial_tax_desc,"* Эта сумма рассчитывается на основе налогооблагаемой суммы, которая может варьироваться в зависимости от налогового законодательства вашей страны.",*This amount is calculated based on the taxable amount which may vary based on the taxation laws in your country.,avalara partial tax descirption text
invoice.transaction.voided_on,Аннулировано %{date}.,Voided on %{date}.,Voided on date
transaction.payment_method.by_card_null, картой., by Card.,payment with card
transaction.payment_method.via_pm, через %{payment_method}., via %{payment_method}.,via payment method type
invoice.footer.title.adjustments,Корректировки,Adjustments,Adjustments footer title
invoice.transaction.written_off, %{amount} было списано %{date}.,%{amount} was written-off on %{date}.,Amount was writted off on date
transaction.payment_method.by_card," по карте %{card_type}, заканчивающейся %{last4_digits}.", by %{card_type} card ending %{last4_digits}.,payment with card
invoice.transaction.refunded_initiated,Возврат %{amount} был инициирован %{date},%{amount} refund was initiated on %{date},Amount refund was initiated on date
constants.invoice_customization.reverse_charge_msg,"НДС не применяется к этому счету, поскольку был предоставлен действительный регистрационный номер НДС и применен механизм обратного начисления.",VAT is not applicable on this invoice because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.refunded_completed, %{amount} был возвращен %{date},%{amount} was refunded on %{date},Amount refunded on date
invoice.footer.title.payments,Платежи,Payments,Payment footer title
constants.invoice_customization.cn_reverse_charge_msg,"НДС не применяется к этой кредитной накладной, поскольку был предоставлен действительный регистрационный номер НДС и применен механизм обратного начисления.",VAT is not applicable on this credit note because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge mesage for credit note
transaction.payment_method.offline_payment,Автономный платеж,Offline Payment,Payment through other channels
transaction.payment_method.to_card_null, на карту., to Card.,payment with card
constants.invoice_customization.vat_exemption_note_export_uk,"Обратите внимание, что, поскольку Великобритания больше не является частью ЕС, наши услуги не облагаются НДС Великобритании.","Please note that as the UK is no longer part of the EU, our services are outside the scope of UK VAT.",VAT Export Note for UK
transaction.payment_method.to_card," на карту %{card_type}, заканчивающуюся %{last4_digits}.", to %{card_type} card ending %{last4_digits}.,payment with card
invoice.footer.title.credits,Кредиты,Credits,Credits footer title
invoice.transaction.adjustment,Корректировка %{amount} была произведена на %{date}.,An adjustment of %{amount} was made on %{date}.,Adjustment of amount was made on date
constants.invoice_customization.quote_reverse_charge_msg,"НДС не применяется к этому %{quote_title}, поскольку был предоставлен действительный регистрационный номер НДС и применен механизм обратного начисления.",VAT is not applicable on this %{quote_title} because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.chargeback_text,Возвратный платеж в размере %{amount} был зарегистрирован как возврат %{date},A chargeback of %{amount} has been recorded as refund on %{date},A chargeback recorded on a date
constants.invoice_customization.vat_exemption_note_export,Эта экспортная сделка освобождена от НДС в соответствии со статьей 146 Директивы ЕС по НДС.,This export transaction is exempt from VAT as per Article 146 of the EU VAT Directive., VAT Exemption for Export
transaction.payment_method.direct_debit,ACH,ACH,Direct Debit heading
transaction.payment_method.via_card_wallet_pm," через %{payment_method} (карта %{card_type}, заканчивающаяся %{last4_digits}).", via  %{payment_method} ( %{card_type} card ending %{last4_digits} ).,via payment method type
transaction.payment_method.by_pm, от %{payment_method}., by %{payment_method}.,by payment method type
