key,value,reference value,description
line_item.coupon.non_discount_all, %{coupon_details} из %{disc_amt} применено к %{line_items} позициям.,%{coupon_details} of %{disc_amt} applied on %{line_items} line items.,The applied on text for coupon
line_item.coupon.non_discount_singular, %{coupon_details} из %{disc_amt} применено к позиции %{line_items}.,%{coupon_details} of %{disc_amt} applied on line item %{line_items}.,The applied on text for coupon
line_item.coupon.ao_text_singular, %{coupon_details} применено к позиции %{line_items} - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on line item %{line_items} - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.final_credit_correction.added,Добавлены оставшиеся кредиты,Leftover Credits Added,when amount is < than 0
line_item.plan.prorated_charges,Пропорциональные сборы,Prorated Charges,Prorated Charges for plan/addon prorated charges
line_item.coupon.ao_text_all, %{coupon_details} применено к позициям %{line_items} - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on %{line_items} line items - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.desc.prorated_credits_for,Пропорциональные кредиты для %{date_range},Prorated Credits for %{date_range},Protated Credits for 3rd oct to 15th oct
line_item.coupon.free_quantity, Бесплатное количество, Free Quantity,Free quantity in a coupon
line_item.coupon.ao_text_plural, %{coupon_details} применено к позициям %{line_items} - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on line items %{line_items} - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.desc.stairstep_pricing, %{amount} для %{unit} единиц,%{amount} for %{unit} units,Stairstep pricing description
line_item.desc.total_units,Всего единиц - %{unit},Total units - %{unit},Total units
line_item.final_credit_correction.removed,Удалены дополнительные кредиты,Additional Credits Removed,when amount is > than 0
email.line_item.coupon.text,Скидка <b> %{coupon_details} %{disc_amt} </b> подана на %{line_item_desc}.,<b>%{coupon_details} %{disc_amt} off</b> applied for %{line_item_desc}.,The applied on text for coupon
line_item.plan.set_up_fee,Настроить плату,Setup Fee,Plan set up fee - description at line item level
line_item.desc.credit_adjustments,Пропорциональные кредиты,Prorated Credits,Prorated credits given for a line item
line_item.desc.reclaimed_account_credits,Рекламные кредиты возвращены,Promotional Credits Returned,promotional credits given for a line item
line_item.desc.account_credits,Рекламные кредиты,Promotional Credits,promotional credits given for a line item
cn.discount.text,"Скидки или кредиты, примененные к этому счету",Discounts/credits applied on this invoice,text
line_item.desc.reclaimed_credit_adjusments,Пропорционально возвращенные кредиты,Prorated Credits Returned,Prorated credits given for a line item
line_item.fractional_correction,Дробная коррекция,Fractional Correction,Fractional Correction
line_item.coupon.non_discount_plural, %{coupon_details} из %{disc_amt} применено к позициям %{line_items}.,%{coupon_details} of %{disc_amt} applied on line items %{line_items}.,The applied on text for coupon
line_item.desc.units,единицы измерения,units,units
