key,value,reference value,description
gift_order_confirmed.gift_receiver.email,Người nhận E-mail,Recipient email,
contract_is_renewed.contract_term.contract_period,Thời hạn hợp đồng,Contract Period,
subscription_pause_reminder.subscription.resume_date,Ngày tiếp tục,Resume date,
welcome_mails_in_active_state.subscriptions.subscribed_to,Tóm tắt đăng ký,Subscription summary,
subscription_changed_all_other_changes.subscription.next_estimate_amount,Phí ước tính khi gia hạn,Estimated charge on renewal,
credit_note_updated.credit_note.id,Số giấy báo có,Credit note number,
welcome_mails_in_future_state.subscriptions.subscribed_to,Tóm tắt đăng ký,Subscription summary,
payments_and_credits_payment_initiated.customer_payment_method.info,Phương thức thanh toán,Payment method,
contract_ends_and_subscription_continues.contract_term.contract_period,Thời hạn hợp đồng,Contract Period,
subscription_reactivation.subscriptions.subscribed_to,Tóm tắt đăng ký,Subscription summary,
payments_and_credits_successful_recurring_payments.transaction.date,Ngày thanh toán,Payment date,
payment_one_time_failures.transaction.amount,Số lượng danh sách đơn hàng,Invoiced amount,
subscription_paused.subscription.resume_date,Ngày tiếp tục,Resume date,
payments_and_credits_refunded.transaction.date,Đã hoàn lại vào,Refunded on,
subscription_changed_all_other_changes.subscriptions.subscribed_to,Tóm tắt đăng ký,Subscription summary,
payments_and_credits_successful_payment.transaction.amount,Số lượng danh sách đơn hàng,Invoiced amount,
trial_started_for_future_subscriptions.subscriptions.subscribed_to,Tóm tắt đăng ký,Subscription summary,
gift_order_confirmed.gift.scheduled_at,Thông báo trên,Notify on,
subscription_activated_from_future_state.subscriptions.subscribed_to,Tóm tắt đăng ký,Subscription summary,
gift_cancelled.gift.scheduled_at,Thông báo trên,Notify on,
trial_expired_notification.customer_invoice_summary.not_paid_due_total_amount,Phí ước tính khi kích hoạt,Estimated charge on activation,
payments_and_credits_payment_initiated.transaction.date,Ngày thanh toán,Payment date,
welcome_mails_in_active_state.subscription.next_renewal_on,Gia hạn tiếp theo vào,Next renewal on,
subscription_changed_all_other_changes.customer_balance.unused_payments,Thanh toán vượt mức,Excess payments,
credit_note_adjustment_created.credit_note.status,Tình trạng giấy báo có,Credit note status,
contract_is_renewed.contract_term.total_contract_value,Tổng giá trị hợp đồng,Total Contract Value,
payment_offline_payments_profile_for_renewal_invoices.invoice.amount_due,Số lượng danh sách đơn hàng,Invoiced amount,
payments_and_credits_refund_initiated.transaction.date,Đã hoàn lại vào,Refunded on,
subscription_expiry_and_cancellations_cancellation_followups.customer_balance.refundable_credits,Các khoản tín dụng có thể hoàn lại,Refundable credits,
