key,value,reference value,description
hp.portal.mark.backup,Označit jako zálohu,Mark as Backup,Marking a payment method as Backup
hp.billing_period.week, %{period} týdnů,%{period} Weeks,2 Weeks
hp.portal.powered_by,Poháněno,Powered by,Powered by chargebee
hp.clientjs.cannot_be_blank,nemůže být prázdný,cannot be blank,cannot be blank
action_error.post,Při odesílání došlo k chybám,There were errors while submitting,There were errors while submitting
hp.change_link,Změna,Change,Change link
hp.portal.signed_up,Zaregistrováno %{date},Signed up on %{date},Account signed up on 12-03-2016
hp.portal.invoice.showing,Zobrazuji,Showing,Showing invoice label
payment_method.info.card,karta končící %{last4_digits},card ending with %{last4_digits},card ending with 4111
payment_method.info.direct_debit," %{bank_name}, číslo účtu končící %{last4_digits}","%{bank_name}, Account number ending with %{last4_digits}",
hp.portal.chargebee_secure,Bezpečné platby Chargebee,Chargebee Secure Payment,Chargebee Secure Payment - security statement
hp.portal.payment_method_role.backup,Záloha,Backup,Payment method is tagged as Backup
hp.gocardless.desc,Nastavit inkaso,Set up Direct Debit,Set up Direct Debit - gateway label
hp.portal.mark.primary,Označit jako primární,Mark as Primary,Marking a payment method as Primary
hp.bt_apple_card, %{card_type} karta,%{card_type} card,Visa Card
hp.apple_card_ending,Konec karty ... %{digits},Card ending ... %{digits},Card Ending .. 4444
hp.clientjs.successful_card_update,úspěšně jste aktualizovali údaje o své kartě.,you have successfully updated your card details.,you have successfully updated your card details.
hp.amazon.desc,Plaťte bezpečně pomocí údajů ve vašem účtu Amazon.,Pay securely using the information on your Amazon account.,Pay securely using the information on your Amazon account - one liner for amazon gateway payments
hp.portal.remove.backup,Odebrat zálohu,Remove Backup,Unmarking a payment method as Backup
hp.card_ending, %{card_type} karta končí ... %{digits},%{card_type} card ending ... %{digits},Visa Card Ending .. 4444
hp.clientjs.successful_signup,úspěšně jste se zaregistrovali do služby,you have successfully signed up for the service,you have successfully signed up for the service
apple_pay.label.tax,DANĚ (JEŠTĚ VYČÍTAT),TAX (YET TO BE CALCULATED),Label for tax amount
hp.portal.paypal_redirect,Přesměrování na PayPal ...,Redirecting to PayPal...,Redirecting to PayPal... - info
hp.order_summary.terms_to_charge,pro %{no_of_terms} podmínek,for %{no_of_terms} terms,($100.00 x 3) for 2 terms
hp.clientjs.submit_error,Při odesílání došlo k chybám,There were errors while submitting,There were errors while submitting
hp.clientjs.problem_while_processing,Problém se zpracováním formuláře. Ověřte prosím podrobnosti formuláře.,Problem while processing your form. Please verify your form details.,Problem while processing your form. Please verify your form details.
hp.portal.payment_method_role.primary,Hlavní,Primary,Payment method is tagged as Primary
payment_method.info.paypal_express_checkout,Účet PayPal Express Checkout,PayPal Express Checkout account,PayPal Express Checkout account
hp.portal.ach_agree_details1,"Tímto (My) tímto autorizujeme a požaduji %{merchant_name} k odepsání prostředků z mého (našeho) účtu u uvedené finanční instituce a připsání prostředků na účet. Já (my) autorizujeme %{merchant_name}, aby podnikl veškerá opatření potřebná k opravě chyb.","I (We) hereby authorize and request %{merchant_name} to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize %{merchant_name} to take any and all action required to correct any errors.","I (We) hereby authorize and request Chargebee to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize Chargebee to take any and all action required to correct any errors."
hp.portal.ach_agree_details2,"Kliknutím na tlačítko níže potvrzujete, že informace, které jste uvedli v této autorizační smlouvě o inkasu ACH pro přímé platby, jsou úplné, pravdivé a odeslané pro výše uvedený účel. Zůstane v platnosti, dokud (nebudeme) informovat %{merchant_name}, že si přeji (zrušit) toto povolení kontaktováním %{merchant_email} nebo %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above. It will remain in effect until I (we) notify %{merchant_name} that I (we) wish to revoke this authorization by contacting %{merchant_email} or %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above.  It will remain in effect until I (we) notify Chargebee that I (we) wish to revoke this authorization by contacting sam@example.com or 9898982345."
hp.bank_account.desc,Bankovní účet,Bank Account,Bank Account label
hp.portal.date,datum,Date,Date
hp.gocardless.redirect,Přesměrování na poskytovatele přímých debetů ...,Redirecting to Direct Debit Provider...,Redirecting to Direct Debit Provider... - info
hp.billing_period.year, %{period} let,%{period} Years,2 Months
hp.copied,Zkopírováno,Copied,Copied URL
hp.error.undetermined_vat_number,"Nelze ověřit DIČ, protože služba VIES není k dispozici.",Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.
apple_pay.label.charges,POPLATKY,CHARGES,Label for main line item amount
payment_method.info.amazon_payments,Účet Amazon Payments,Amazon Payments account,Amazon Payments account
hp.clientjs.invalid_coupon_code,Neplatný kód kupónu,Invalid coupon code,Invalid coupon code
hp.error.undetermined_abn_number,"Nelze zpracovat ABN, protože server vyhledávání ABN nefunguje.",Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.
hp.portal.ach_agreement,Autorizační smlouva ACH,ACH Authorization Agreement,ACH Authorization Agreement - Agreement label
hp.error.invalid_vat_number,Neplatné DIČ,Invalid VAT Number,Invalid VAT Number
hp.portal.account,Účet,Account,Account user account label
hp.portal.manage,Spravovat,Manage,Portal account Manage label
hp.error.invalid_abn_number,Neplatné ABN,Invalid ABN ,Invalid ABN
hp.billing_period.month, %{period} měsíců,%{period} Months,2 Months
action_error.get,Při zpracování vašeho požadavku došlo k chybám,There were errors while processing your request,There were errors while processing your request
apple_pay.label.discount,SLEVY,DISCOUNTS,Label for discount amount
hp.update_payment_method.details,Aktualizace podrobností o platební metodě ...,Updating the payment method details...,Updating the payment method details...
payment_method.info.direct_debit_no_bank_name,číslo bankovního účtu končící na %{last4_digits},bank account number ending with %{last4_digits},
hp.paypal.desc,Bezpečnější a snadnější způsob platby,"The safer, easier way to pay","The safer, easier way to pay - one liner for paypal gateway payments"
hp.copy,kopírovat,Copy,Copy URL
hp.portal.bank_account,bankovní účet,bank account,bank account label
