key,value,reference value,description
credit_note.label.credit_note,신용 노트,Credit Note,The title credit note
credit_note.header.label.units,단위,Units,The table heading under which the product count is displayed. The number of units sold/returned/replaceed
credit_note.title.refunds,환불,Refunds,Refunds
credit_note.label.sub_total,소계,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.branding.test_label,Chargebee에서 생성 한 샘플 크레딧 메모입니다.,This is a sample credit note generated by Chargebee,Chargebee logo for the sandbox site on all invoices to indicate that it is just a sample
credit_note.title.refunds_and_allocations,환불 및 할당,Refunds & Allocations, Refunds and Allocations
credit_note.label.shipped_to,배송지,Shipped To,Label - The customer's shipping address follows this label
credit_note.header.label.unit_price,단가,Unit Price,The table heading under which the cost of the product per unit is displayed
credit_note.label.fractional_correction,부분 수정,Fractional Correction,Fractional Correction
credit_note.label.reason_code,이유 코드,Reason Code,Label Reason code. Why the credits were issued
credit_note.refund_transaction.text, %{date}에 %{amount}이 환불되었습니다.,%{amount} was refunded on %{date},Amount  refunded on a date
credit_note.label.tax.inclusive,포함한,incl. ,short form for inclusive as in tax inclusive
credit_note.label.date,데이트,Date,Label date
credit_note.label.tax.vat,VAT,VAT,VAT
credit_note.label.tax.exclusive,독특한,excl. ,short form for exclusive as in tax exclusive
credit_note.header.label.price,가격,Price,The table heading under which the cost of the product is displayed
credit_note.label.total,합계,Total,Total - label the net amount of the invoice/credit note
credit_note.title.allocations,할당,Allocations,Allocations
credit_note.label.round_off,완전하게하다,Round Off,Indicates that all numbers have been rounded off to a whole number
credit_note.label.refunds,환불,Refunds,Refunds - label indicating when a part or full invoice amount is given back
credit_note.label.ref_invoice,참조 송장,Ref Invoice,testing
credit_note.label.due,사용 가능한 금액,Amount Available,Label to indicate the amount available for the customer to apply credits in the future
credit_note.label.tax.inclusive_of_vat,VAT 포함,incl. VAT,VAT Inclusive -  inclusive of all taxes
credit_note.label.billed_to,청구 대상,Billed To,Label - The customer's billing address follows this label
credit_note.label.allocations,할당,Allocations,Credit note label indicating the allocations
credit_note.label.amount,양,Amount,Label amount
credit_note.header.label.amount,양,Amount,Amount label
credit_note.applied_transaction.text, %{date}에 인보이스 ' %{invoice_number}'에 %{amount}이 할당되었습니다.,%{amount} was allocated for invoice '%{invoice_number}' at %{date}.,Amount was allocated for invoice #123 at date.
credit_note.label.customer_id,고객 ID,Customer ID,Label customer id
credit_note.header.label.sub_total,소계,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.label.tax.tax,세,Tax,Tax
credit_note.header.label.discounts,할인,Discount,Label that lists the discounts issued
credit_note.label.tax.exclusive_of_vat,VAT 독점,excl. VAT,VAT Exclusive - exclusive of taxes
credit_note.header.label.description,기술,Description,The table heading under which the product description comes
credit_note.label.id,ID,ID,Id - the credit note id
credit_note.label.subscription,신청,Subscription,The label subscription - All the subscription details follow the label
