key,value,reference value,description
error.column.base_money.numeric,숫자 여야합니다,should be a number,
error.invalid_expiry_info,유효하지 않은 만료 정보,invalid expiry info,
error.column.number.allow_negative,음수가 아니어야합니다,should not be negative,
error.column.email.main, 유효한 이메일이어야합니다, should be a valid email,
error.column.number.range.min_max, %{min} 및 %{max} 범위에 있어야합니다.,should be in the range %{min} & %{max},
error.column.base_money.range.max, %{max}를 초과하지 않아야합니다.,should not exceed %{max},
error.column.number.range.max, %{max}를 초과하지 않아야합니다.,should not exceed %{max},
error.column.string.length.min, %{min} 자 이상이어야합니다., should have atleast %{min} characters,
error.atleast_today,오늘 이상이어야합니다,Should be atleast today,
error.column.base_money.range.min, %{min} 이상이어야합니다.,should be atleast %{min},
error.invalid_cvv,잘못된 CVV,invalid CVV,
error.column.base_money.main, 잘못된 통화 형식, invalid currency format,
error.column.number.range.min, %{min} 이상이어야합니다.,should be atleast %{min},
error.column.string.length.max, %{max} 자 이하 여야합니다., should not have more than %{max} characters,
error.presence,비워 둘 수 없습니다,cannot be blank,
error.wrong_format, %{regex} 형식이어야합니다.,Should be in %{regex} format,
error.column.string.length.fixed_length, %{min} 자 여야합니다., should be of %{min} characters,
error.date_format,잘못된 날짜 형식,invalid date format,
error.column.string.length.min_max, %{min}에서 %{max} 자 사이 여야합니다., should be between %{min} and %{max} characters,
error.column.color.main,잘못된 16 진수 색상 코드,invalid hex color code,
error.password.format,"비밀번호는 8 자 이상이어야하며 정수, 알파벳 및 특수 문자를 포함해야합니다.","Your password must be at least 8 characters long and contain an integer, an alphabet, and a special character",
error.column.integer.strict_int,10 진수 값은 허용되지 않습니다.,decimal values are not allowed,
error.column.data.format_spaces, 잘못된 날짜 형식, Invalid date format,
error.card_number,잘못된 신용 카드 번호,invalid credit card number,
error.register_for_gst_should_be_enabled,이것은 필수입니다,This is mandatory,
error.column.uniqueness, %{column_name}이 이미 존재합니다.,%{column_name} already exists,
error.column.base_money.range.min_max, %{min} 및 %{max} 범위에 있어야합니다.,should be in the range %{min} & %{max},
error.column.number.main,숫자 여야합니다,should be a number,
error.vat_number_cannot_be_blank,VAT 번호는 비워 둘 수 없습니다.,VAT Number cannot be empty,
