key,value,reference value,description
portal.stripe_acc_status_reason.errored,Seneste overførsel sendt til bankkontoen mislykkedes. Bankkontoen kan ikke bruges til fremtidige betalinger,Recent transfer sent to the bank account failed. The bank account cannot be used for future payments,Recent transfer sent to the bank account failed. The bank account cannot be used for future payments
portal.change_password.reenter_new_password,adgangskoderne stemmer ikke overens,Passwords do not match,Passwords do not match
portal.change_password.new_password_not_same,Ny adgangskode er den samme som den aktuelle adgangskode,New password is same as the current password,New password is same as the current password
portal.change_password.current_password.incorrect,"Den adgangskode, du gav, er forkert",The password you gave is incorrect,The password you gave is incorrect
portal.stripe_acc_status_reason.verification_failed,Maks forsøg på at bekræfte bankkontoen er blevet krydset,Max attempts to verify the bank account has been crossed,Max attempts to verify the bank account has been crossed
portal.account_details.address,Adresse,Address,Address Label
portal.stripe_acc_status_reason.validated,Bankkontoen er endnu ikke bekræftet,The bank account is not yet verified,The bank account is not yet verified
portal.stripe_acc_status_reason.verified,Bankkontoen er bekræftet,The bank account is verified,The bank account is verified
portal.stripe_acc_status_reason.new,Bankkontoen er endnu ikke bekræftet,The bank account is not yet verified,The bank account is not yet verified
portal.change_password.recently_used,Nyligt anvendte adgangskoder kan ikke genbruges igen,Recently used passwords cannot be reused again,Recently used passwords cannot be reused again
