key,value,reference value,description
hp.portal.mark.backup,Marker som sikkerhedskopi,Mark as Backup,Marking a payment method as Backup
hp.billing_period.week, %{period} uger,%{period} Weeks,2 Weeks
hp.portal.powered_by,Drevet af,Powered by,Powered by chargebee
hp.clientjs.cannot_be_blank,kan ikke være blank,cannot be blank,cannot be blank
action_error.post,Der opstod fejl under indsendelsen,There were errors while submitting,There were errors while submitting
hp.change_link,Lave om,Change,Change link
hp.portal.signed_up,Tilmeldt %{date},Signed up on %{date},Account signed up on 12-03-2016
hp.portal.invoice.showing,Viser,Showing,Showing invoice label
payment_method.info.card,"kort, der slutter med %{last4_digits}",card ending with %{last4_digits},card ending with 4111
payment_method.info.direct_debit," %{bank_name}, kontonummer slutter med %{last4_digits}","%{bank_name}, Account number ending with %{last4_digits}",
hp.portal.chargebee_secure,Sikker betaling med gebyr,Chargebee Secure Payment,Chargebee Secure Payment - security statement
hp.portal.payment_method_role.backup,Backup,Backup,Payment method is tagged as Backup
hp.gocardless.desc,Opret direkte debitering,Set up Direct Debit,Set up Direct Debit - gateway label
hp.portal.mark.primary,Marker som primær,Mark as Primary,Marking a payment method as Primary
hp.bt_apple_card, %{card_type} kort,%{card_type} card,Visa Card
hp.apple_card_ending,Kort slutter ... %{digits},Card ending ... %{digits},Card Ending .. 4444
hp.clientjs.successful_card_update,du har opdateret dine kortoplysninger.,you have successfully updated your card details.,you have successfully updated your card details.
hp.amazon.desc,Betal sikkert ved hjælp af oplysningerne på din Amazon-konto.,Pay securely using the information on your Amazon account.,Pay securely using the information on your Amazon account - one liner for amazon gateway payments
hp.portal.remove.backup,Fjern sikkerhedskopi,Remove Backup,Unmarking a payment method as Backup
hp.card_ending, %{card_type} kort slutter ... %{digits},%{card_type} card ending ... %{digits},Visa Card Ending .. 4444
hp.clientjs.successful_signup,du har tilmeldt dig tjenesten,you have successfully signed up for the service,you have successfully signed up for the service
apple_pay.label.tax,SKAT (DER SKAL BEREGnes),TAX (YET TO BE CALCULATED),Label for tax amount
hp.portal.paypal_redirect,Omdirigerer til PayPal ...,Redirecting to PayPal...,Redirecting to PayPal... - info
hp.order_summary.terms_to_charge,for %{no_of_terms} vilkår,for %{no_of_terms} terms,($100.00 x 3) for 2 terms
hp.clientjs.submit_error,Der opstod fejl under indsendelsen,There were errors while submitting,There were errors while submitting
hp.clientjs.problem_while_processing,Problem under behandling af din formular. Bekræft dine formularoplysninger.,Problem while processing your form. Please verify your form details.,Problem while processing your form. Please verify your form details.
hp.portal.payment_method_role.primary,Primær,Primary,Payment method is tagged as Primary
payment_method.info.paypal_express_checkout,PayPal Express Checkout-konto,PayPal Express Checkout account,PayPal Express Checkout account
hp.portal.ach_agree_details1,"Jeg (vi) godkender og anmoder %{merchant_name} om at debitere midler fra min (vores) konto i den angivne finansielle institution og kreditere pengene. Jeg (vi) giver %{merchant_name} tilladelse til at foretage enhver handling, der kræves for at rette eventuelle fejl.","I (We) hereby authorize and request %{merchant_name} to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize %{merchant_name} to take any and all action required to correct any errors.","I (We) hereby authorize and request Chargebee to debit funds from my (our) account at the Financial Institution indicated, and credit the funds. I (we) authorize Chargebee to take any and all action required to correct any errors."
hp.portal.ach_agree_details2,"Ved at klikke på knappen nedenfor, bekræfter du, at de oplysninger, du har givet i denne ACH Debit Authorization Agreement for Direct Payments, er komplette, sande og indsendt til det valgte formål ovenfor. Det forbliver i kraft, indtil jeg (vi) underretter %{merchant_name} om, at jeg (vi) ønsker at tilbagekalde denne tilladelse ved at kontakte %{merchant_email} eller %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above. It will remain in effect until I (we) notify %{merchant_name} that I (we) wish to revoke this authorization by contacting %{merchant_email} or %{merchant_phone}.","By clicking the button below, you certify that the information you have given on this ACH Debit Authorization Agreement for Direct Payments is complete, true, and submitted for the purpose selected above.  It will remain in effect until I (we) notify Chargebee that I (we) wish to revoke this authorization by contacting sam@example.com or 9898982345."
hp.bank_account.desc,Bankkonto,Bank Account,Bank Account label
hp.portal.date,Dato,Date,Date
hp.gocardless.redirect,Omdirigerer til udbyder af direkte debitering ...,Redirecting to Direct Debit Provider...,Redirecting to Direct Debit Provider... - info
hp.billing_period.year, %{period} år,%{period} Years,2 Months
hp.copied,Kopieret,Copied,Copied URL
hp.error.undetermined_vat_number,"Kunne ikke validere momsnummer, da VIES-tjenesten ikke er tilgængelig.",Could not validate VAT number as VIES service is unavailable.,Could not validate VAT number as VIES service is unavailable.
apple_pay.label.charges,OPLADNINGER,CHARGES,Label for main line item amount
payment_method.info.amazon_payments,Amazon Payments-konto,Amazon Payments account,Amazon Payments account
hp.clientjs.invalid_coupon_code,Ugyldig kuponkode,Invalid coupon code,Invalid coupon code
hp.error.undetermined_abn_number,"Kunne ikke behandle ABN, da ABN Lookup-serveren er nede.",Unable to process the ABN as the ABN Lookup server is down.,Unable to process the ABN as the ABN Lookup server is down.
hp.portal.ach_agreement,ACH-godkendelsesaftale,ACH Authorization Agreement,ACH Authorization Agreement - Agreement label
hp.error.invalid_vat_number,Ugyldigt momsnummer,Invalid VAT Number,Invalid VAT Number
hp.portal.account,Konto,Account,Account user account label
hp.portal.manage,Styre,Manage,Portal account Manage label
hp.error.invalid_abn_number,Ugyldig ABN,Invalid ABN ,Invalid ABN
hp.billing_period.month, %{period} måneder,%{period} Months,2 Months
action_error.get,Der opstod fejl under behandlingen af ​​din anmodning,There were errors while processing your request,There were errors while processing your request
