key,value,reference value,description
error.column.base_money.numeric,skal være et tal,should be a number,
error.invalid_expiry_info,ugyldige udløbsoplysninger,invalid expiry info,
error.column.number.allow_negative,bør ikke være negativ,should not be negative,
error.column.email.main, skal være en gyldig e-mail, should be a valid email,
error.column.number.range.min_max,skal være i intervallet %{min} & %{max},should be in the range %{min} & %{max},
error.column.base_money.range.max,bør ikke overstige %{max},should not exceed %{max},
error.column.number.range.max,bør ikke overstige %{max},should not exceed %{max},
error.column.string.length.min, skal have mindst %{min} tegn, should have atleast %{min} characters,
error.atleast_today,Bør være mindst i dag,Should be atleast today,
error.column.base_money.range.min,skal være mindst %{min},should be atleast %{min},
error.invalid_cvv,ugyldig CVV,invalid CVV,
error.column.base_money.main, ugyldigt valutaformat, invalid currency format,
error.column.number.range.min,skal være mindst %{min},should be atleast %{min},
error.column.string.length.max, bør ikke have mere end %{max} tegn, should not have more than %{max} characters,
error.presence,kan ikke være blank,cannot be blank,
error.wrong_format,Skal være i %{regex} -format,Should be in %{regex} format,
error.column.string.length.fixed_length, skal have %{min} tegn, should be of %{min} characters,
error.date_format,ugyldigt datoformat,invalid date format,
error.column.string.length.min_max, skal være mellem %{min} og %{max} tegn, should be between %{min} and %{max} characters,
error.column.color.main,ugyldig hex-farve kode,invalid hex color code,
error.password.format,"Din adgangskode skal være mindst 8 tegn lang og indeholde et heltal, et alfabet og et specialtegn","Your password must be at least 8 characters long and contain an integer, an alphabet, and a special character",
error.column.integer.strict_int,decimalværdier er ikke tilladt,decimal values are not allowed,
error.column.data.format_spaces, Ugyldigt datoformat, Invalid date format,
error.card_number,ugyldigt kreditkortnummer,invalid credit card number,
error.register_for_gst_should_be_enabled,Dette er obligatorisk,This is mandatory,
error.column.uniqueness, %{column_name} findes allerede,%{column_name} already exists,
error.column.base_money.range.min_max,skal være i intervallet %{min} & %{max},should be in the range %{min} & %{max},
error.column.number.main,skal være et tal,should be a number,
error.vat_number_cannot_be_blank,Momsnummer kan ikke være tomt,VAT Number cannot be empty,
