key,value,reference value,description
minimal.card.page_heading,Takk for at du oppdaterte detaljene for betalingsmåten!,Thank you for updating your payment method details!,Thank you for updating your payment method details!
rhapsody.header.title,Min fantastiske abonnementstjeneste,My awesome subscription service,My awesome subscription service
minimal.checkout.page_title,Sjekk ut,Checkout,Checkout
elegant.checkout.page_heading,Takk for at du abonnerer!,Thank you for subscribing!,Thank you for subscribing!
inspire.portal.page_title,Kundeportal,Customer Portal,Customer Portal
rhapsody.footer.content,OK. Copyright © 2015.,All Right Reserved. Copyright &copy; 2015.,All Right Reserved. Copyright &copy; 2015.
minimal.thankyou.page_title,Takk skal du ha,Thank You,Thank You
elegant.thankyou.page_heading,Du har registrert deg!,You've successfully signed up!,You've successfully signed up!
elegant.customer_portal.page_title,Kundeportal,Customer Portal,Customer Portal
rhapsody.thankyou.page_heading,Du har registrert deg!,You've successfully signed up!,You've successfully signed up!
elegant.checkout.aside_content,<h4> Vi verdsetter personvernet ditt. </h4> <p> Vi vil ikke selge eller distribuere kontaktinformasjonen din. Les personvernreglene. </p> <hr> <h4> Faktureringsforespørsler </h4> <p> Ikke nøl med å kontakte supportteamet vårt hvis du har spørsmål. </p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>
minimal.footer.content,Alle rettigheter forbeholdt. Copyright © 2015.,All Rights Reserved. Copyright &copy; 2015.,All Rights Reserved. Copyright &copy; 2015.
elegant.header.title,Min fantastiske abonnementstjeneste,My awesome subscription service,My awesome subscription service
rhapsody.thankyou.content,Kontoinformasjonen din er sendt til e-postadressen din.,Your account information has been sent to your email address.,Your account information has been sent to your email address.
minimal.header.title,Min fantastiske abonnementstjeneste,My awesome subscription service,My awesome subscription service
minimal.customer_portal.page_title,Kundeportal,Customer Portal,Customer Portal
inspire.thankyou.page_title,Takk skal du ha,Thank You,Thank You
minimal.card.aside_content,<p> Vær oppmerksom på at dette bare er en oppdatering av betalingsmåten din. </p> <p> Vi fakturerer deg i henhold til det eksisterende faktureringsoppsettet. </p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>
minimal.thankyou.content,Kontoinformasjonen din er sendt til e-postadressen din.,Your account information has been sent to your email address.,Your account information has been sent to your email address.
elegant.card.aside_content,<p> Vær oppmerksom på at dette bare er en oppdatering av betalingsmåten din. </p> <p> Vi fakturerer deg i henhold til det eksisterende faktureringsoppsettet. </p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>
elegant.card.page_heading,Takk for at du oppdaterte detaljene for betalingsmåten!,Thank you for updating your payment method details!,Thank you for updating your payment method details!
minimal.card.page_title,Oppdater betalingsmåten,Update your payment method,Update your payment method
inspire.thankyou.content,"<div class=""text-center""> <h3> Du har registrert deg! </h3> <p> Kontoinformasjonen din er sendt til e-postadressen din. </p> </div>",<div class='text-center'><h3>You've successfully signed up!</h3><p>Your account information has been sent to your email address.</p></div>,<div class='text-center'><h3>You've successfully signed up!</h3><p>Your account information has been sent to your email address.</p></div>
minimal.checkout.page_heading,Takk for at du abonnerer!,Thank you for subscribing!,Thank you for subscribing!
rhapsody.card.page_title,Oppdater betalingsmåten,Update your payment method,Update your payment method
rhapsody.checkout.page_title,Sjekk ut,Checkout,Checkout
rhapsody.thankyou.page_title,Takk skal du ha,Thank You,Thank You
elegant.checkout.page_title,Sjekk ut,Checkout,Checkout
elegant.thankyou.content,Kontoinformasjonen din er sendt til e-postadressen din.,Your account information has been sent to your email address.,Your account information has been sent to your email address.
elegant.card.page_title,Oppdater betalingsmåten,Update your payment method,Update your payment method
rhapsody.customer_portal.page_title,Kundeportal,Customer Portal,Customer Portal
minimal.thankyou.page_heading,Du har registrert deg!,You've successfully signed up!,You've successfully signed up!
elegant.footer.content,Alle rettigheter forbeholdt. Copyright © 2015.,All Rights Reserved. Copyright &copy; 2015.,All Rights Reserved. Copyright &copy; 2015.
elegant.thankyou.page_title,Takk skal du ha,Thank You,Thank You
inspire.card.page_title,Oppdater betalingsmåten,Update your payment method,Update your payment method
inspire.header.title,selskapsnavn,Company Name,Company Name
inspire.checkout.page_title,Sjekk ut,Checkout,Checkout
minimal.checkout.aside_content,<h4> Vi verdsetter personvernet ditt. </h4> <p> Vi vil ikke selge eller distribuere kontaktinformasjonen din. Les personvernreglene. </p> <hr> <h4> Faktureringsforespørsler </h4> <p> Ikke nøl med å kontakte supportteamet vårt hvis du har spørsmål. </p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>
