key,value,reference value,description
error.column.base_money.numeric,skal være et tall,should be a number,
error.invalid_expiry_info,ugyldig utløpsinfo,invalid expiry info,
error.column.number.allow_negative,skal ikke være negativ,should not be negative,
error.column.email.main, skal være en gyldig e-post, should be a valid email,
error.column.number.range.min_max,bør være i området %{min} og %{max},should be in the range %{min} & %{max},
error.column.base_money.range.max,bør ikke overstige %{max},should not exceed %{max},
error.column.number.range.max,bør ikke overstige %{max},should not exceed %{max},
error.column.string.length.min, skal ha minst %{min} tegn, should have atleast %{min} characters,
error.atleast_today,Bør være minst i dag,Should be atleast today,
error.column.base_money.range.min,bør være minst %{min},should be atleast %{min},
error.invalid_cvv,ugyldig CVV,invalid CVV,
error.column.base_money.main, ugyldig valutaformat, invalid currency format,
error.column.number.range.min,bør være minst %{min},should be atleast %{min},
error.column.string.length.max, bør ikke ha mer enn %{max} tegn, should not have more than %{max} characters,
error.presence,kan ikke være blank,cannot be blank,
error.wrong_format,Bør være i %{regex} -format,Should be in %{regex} format,
error.column.string.length.fixed_length, bør ha %{min} tegn, should be of %{min} characters,
error.date_format,ugyldig datoformat,invalid date format,
error.column.string.length.min_max, bør være mellom %{min} og %{max} tegn, should be between %{min} and %{max} characters,
error.column.color.main,ugyldig hex-fargekode,invalid hex color code,
error.password.format,"Passordet ditt må inneholde minst 8 tegn og inneholde et heltall, et alfabet og et spesialtegn","Your password must be at least 8 characters long and contain an integer, an alphabet, and a special character",
error.column.integer.strict_int,desimalverdier er ikke tillatt,decimal values are not allowed,
error.column.data.format_spaces, Ugyldig datoformat, Invalid date format,
error.card_number,ugyldig kredittkortnummer,invalid credit card number,
error.register_for_gst_should_be_enabled,Dette er obligatorisk,This is mandatory,
error.column.uniqueness, %{column_name} eksisterer allerede,%{column_name} already exists,
error.column.base_money.range.min_max,bør være i området %{min} og %{max},should be in the range %{min} & %{max},
error.column.number.main,skal være et tall,should be a number,
error.vat_number_cannot_be_blank,MVA-nummer kan ikke være tomt,VAT Number cannot be empty,
