key,value,reference value,description
error.column.base_money.numeric,bör vara ett nummer,should be a number,
error.invalid_expiry_info,ogiltig utgångsinformation,invalid expiry info,
error.column.number.allow_negative,bör inte vara negativ,should not be negative,
error.column.email.main, ska vara ett giltigt e-postmeddelande, should be a valid email,
error.column.number.range.min_max,bör ligga i intervallet %{min} & %{max},should be in the range %{min} & %{max},
error.column.base_money.range.max,bör inte överstiga %{max},should not exceed %{max},
error.column.number.range.max,bör inte överstiga %{max},should not exceed %{max},
error.column.string.length.min, bör ha minst %{min} tecken, should have atleast %{min} characters,
error.atleast_today,Bör vara minst idag,Should be atleast today,
error.column.base_money.range.min,bör vara minst %{min},should be atleast %{min},
error.invalid_cvv,ogiltig CVV,invalid CVV,
error.column.base_money.main, ogiltigt valutaformat, invalid currency format,
error.column.number.range.min,bör vara minst %{min},should be atleast %{min},
error.column.string.length.max, bör inte ha mer än %{max} tecken, should not have more than %{max} characters,
error.presence,kan inte vara tom,cannot be blank,
error.wrong_format,Bör vara i %{regex} -format,Should be in %{regex} format,
error.column.string.length.fixed_length, bör innehålla %{min} tecken, should be of %{min} characters,
error.date_format,ogiltigt datumformat,invalid date format,
error.column.string.length.min_max, bör vara mellan %{min} och %{max} tecken, should be between %{min} and %{max} characters,
error.column.color.main,ogiltig hex-färgkod,invalid hex color code,
error.password.format,"Ditt lösenord måste innehålla minst 8 tecken och innehålla ett heltal, ett alfabet och ett specialtecken","Your password must be at least 8 characters long and contain an integer, an alphabet, and a special character",
error.column.integer.strict_int,decimalvärden är inte tillåtna,decimal values are not allowed,
error.column.data.format_spaces, ogiltigt datumformat, Invalid date format,
error.card_number,ogiltigt kreditkortsnummer,invalid credit card number,
error.register_for_gst_should_be_enabled,Detta är obligatoriskt,This is mandatory,
error.column.uniqueness, %{column_name} finns redan,%{column_name} already exists,
error.column.base_money.range.min_max,bör ligga i intervallet %{min} & %{max},should be in the range %{min} & %{max},
error.column.number.main,bör vara ett nummer,should be a number,
error.vat_number_cannot_be_blank,Momsnummer får inte vara tomt,VAT Number cannot be empty,
