key,value,reference value,description
line_item.coupon.non_discount_all, %{coupon_details} av %{disc_amt} tillämpas på %{line_items} rader.,%{coupon_details} of %{disc_amt} applied on %{line_items} line items.,The applied on text for coupon
line_item.coupon.non_discount_singular, %{coupon_details} av %{disc_amt} tillämpas på raden %{line_items}.,%{coupon_details} of %{disc_amt} applied on line item %{line_items}.,The applied on text for coupon
line_item.coupon.ao_text_singular, %{coupon_details} tillämpas på raden %{line_items} - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on line item %{line_items} - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.final_credit_correction.added,Överblivna poäng tillagda,Leftover Credits Added,when amount is < than 0
line_item.plan.prorated_charges,Proportionerade avgifter,Prorated Charges,Prorated Charges for plan/addon prorated charges
line_item.coupon.ao_text_all, %{coupon_details} tillämpas på %{line_items} rader - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on %{line_items} line items - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.desc.prorated_credits_for,Proportionerade poäng för %{date_range},Prorated Credits for %{date_range},Protated Credits for 3rd oct to 15th oct
line_item.coupon.free_quantity, Gratis kvantitet, Free Quantity,Free quantity in a coupon
line_item.coupon.ao_text_plural, %{coupon_details} tillämpas på rader %{line_items} - %{disc_amt} %{pdf_inv_desc}.,%{coupon_details} applied on line items %{line_items} - %{disc_amt} %{pdf_inv_desc}.,The applied on text for coupon
line_item.desc.stairstep_pricing, %{amount} för %{unit} enheter,%{amount} for %{unit} units,Stairstep pricing description
line_item.desc.total_units,Totalt antal enheter - %{unit},Total units - %{unit},Total units
line_item.final_credit_correction.removed,Ytterligare poäng har tagits bort,Additional Credits Removed,when amount is > than 0
email.line_item.coupon.text,<b> %{coupon_details} %{disc_amt} rabatt </b> ansökte om %{line_item_desc}.,<b>%{coupon_details} %{disc_amt} off</b> applied for %{line_item_desc}.,The applied on text for coupon
line_item.plan.set_up_fee,Inställningsavgift,Setup Fee,Plan set up fee - description at line item level
line_item.desc.credit_adjustments,Proportionerade poäng,Prorated Credits,Prorated credits given for a line item
line_item.desc.reclaimed_account_credits,Kampanjkrediter returnerade,Promotional Credits Returned,promotional credits given for a line item
line_item.desc.account_credits,Kampanjkrediter,Promotional Credits,promotional credits given for a line item
cn.discount.text,Rabatter eller krediter som tillämpas på denna faktura,Discounts/credits applied on this invoice,text
line_item.desc.reclaimed_credit_adjusments,Proportionerade krediter återlämnade,Prorated Credits Returned,Prorated credits given for a line item
line_item.fractional_correction,Fraktionerad korrigering,Fractional Correction,Fractional Correction
line_item.coupon.non_discount_plural, %{coupon_details} av %{disc_amt} tillämpas på rader %{line_items}.,%{coupon_details} of %{disc_amt} applied on line items %{line_items}.,The applied on text for coupon
line_item.desc.units,enheter,units,units
