key,value,reference value,description
enum.contract_term_base.action_at_term_end.name.renew,Podaljša za drug mandat,Renews for another term,"<li>Contract term completes and a new contract term is started for the number of billing cycles specified in <a href=""subscriptions#create_subscription_for_customer_contract_term_billing_cycle_on_renewal""><code>contract_billing_cycle_on_renewal</code></a>.</li><li>The <code>action_at_term_end</code> for the new contract term is set to <code>renew</code>."
enum.plan_base.period_unit.name.year,Leto,Year,Charge based on year(s)
enum.credit_note_base.reason_code.name.chargeback,Povračilo,Chargeback,Can be set when you are recording your customer Chargebacks
enum.contract_term_base.action_at_term_end.name.cancel,Pogodba se konča,Contract ends,Contract term completes and subscription is canceled.
enum.public_card_error_code.name.paypal_general_err,Pri dostopu do vašega računa paypal smo naleteli na težavo.,We've encountered a problem while accessing your paypal account.,We've encountered a problem while accessing your paypal account.
enum.invoice_base.status.name.posted,Objavljeno,Posted,Indicates the payment is not yet collected and will be in this state till the due date to indicate the due period
enum.line_item_base.type.name.account_credits,Krediti za račune,Account Credits,Account Credits
enum.payment_method_base.type.name.paypal_express_checkout,Paypal Express Checkout,Paypal Express Checkout,Payments made via PayPal Express Checkout.
enum.payment_method_base.type.name.e_2checkout,2Checkout,2Checkout,2Checkout
enum.payment_method_base.type.name.bancontact,Bancontact,Bancontact,Bancontact Card Payments.
enum.invoice_base.status.name.pending,V teku,Pending,"<ul><li><strong><a href=""/docs/api/invoices?prod_cat_ver=2#invoice_status"">Product Catalog 2.0:</a></strong> The invoice is
    yet to be closed (sent for payment collection). An invoice is generated with this <code>status</code> when it has line items that
    belong to items that are <code>metered</code> or when the <code>subscription.create_pending_invoices</code>
    attribute is set to <code>true</code>.<br> <strong><a href=""/docs/api/invoices?prod_cat_ver=1#invoice_status""
</li>                                                          <li>Product Catalog 1.0:</a></strong> The invoice is yet to be
    closed (sent for payment collection). All invoices are generated with this <code>status</code> when <a
            href=""https://www.chargebee.com/docs/metered_billing.html"" target=""_blank"" rel=""noreferrer noopener"">Metered
        Billing</a> is enabled for the site.</li></ul>"
enum.line_item_base.type.name.coupon_credit,Kuponski kredit,Coupon Credit,Coupon Credit
enum.public_card_error_code.name.amz_account_suspended,Pri uporabi vašega računa za Amazon je prišlo do težave. Izberite drug način plačila.,Encountered a problem while using your amazon account. Please select a different payment method.,Encountered a problem while using your amazon account. Please select a different payment method.
enum.public_card_error_code.name.prepaid_card_err,Predplačniške kartice niso podprte.,Prepaid cards are not supported.,Prepaid cards are not supported.
enum.tax_reg_number_base.label.name.gstin,GSTIN,GSTIN,GSTIN
enum.payment_method_base.type.name.card,Kartica,Card,Card based payment including credit cards and debit cards. Details about the card can be obtained from the card resource.
enum.transaction_base.payment_method.name.sofort,Sofort,Sofort,Sofort
enum.item_price_base.trial_period_unit.name.month,Mesec,Month,Month
enum.public_card_error_code.name.payapl_ec_token_expired_invalid,Vaša seja PayPal je potekla. Prosim poskusite ponovno.,Your PayPal session has expired. Please try again.,Your PayPal session has expired. Please try again.
enum.line_item_base.type.name.addon_item_price,Cena artikla dodatka,Addon Item Price,Addon Item Price
enum.quote_base.status.name.approved,Odobreno,Approved,Approved.
enum.subscription_base.state.name.non_renewing,Neobnavljanje,Non Renewing,The subscription will be canceled at the end of the current term.
