key,value,reference value,description
credit_note.label.credit_note,Kredito raštelis,Credit Note,The title credit note
credit_note.header.label.units,Vienetai,Units,The table heading under which the product count is displayed. The number of units sold/returned/replaceed
credit_note.title.refunds,Grąžinimas,Refunds,Refunds
credit_note.label.sub_total,Iš viso,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.branding.test_label,Tai yra „Chargebee“ sugeneruoto kredito pažymos pavyzdys,This is a sample credit note generated by Chargebee,Chargebee logo for the sandbox site on all invoices to indicate that it is just a sample
credit_note.title.refunds_and_allocations,Lėšų grąžinimas ir paskirstymas,Refunds & Allocations, Refunds and Allocations
credit_note.label.shipped_to,Išsiųstas į,Shipped To,Label - The customer's shipping address follows this label
credit_note.header.label.unit_price,Vieneto kaina,Unit Price,The table heading under which the cost of the product per unit is displayed
credit_note.label.fractional_correction,Trupmeninė korekcija,Fractional Correction,Fractional Correction
credit_note.label.reason_code,Priežasties kodas,Reason Code,Label Reason code. Why the credits were issued
credit_note.refund_transaction.text, %{amount} buvo grąžinta %{date},%{amount} was refunded on %{date},Amount  refunded on a date
credit_note.label.tax.inclusive,imtinai,incl. ,short form for inclusive as in tax inclusive
credit_note.label.date,Data,Date,Label date
credit_note.label.tax.vat,VAT,VAT,VAT
credit_note.label.tax.exclusive,išskirtinis,excl. ,short form for exclusive as in tax exclusive
credit_note.header.label.price,Kaina,Price,The table heading under which the cost of the product is displayed
credit_note.label.total,Iš viso,Total,Total - label the net amount of the invoice/credit note
credit_note.title.allocations,Paskyrimai,Allocations,Allocations
credit_note.label.round_off,Apvalus,Round Off,Indicates that all numbers have been rounded off to a whole number
credit_note.label.refunds,Grąžinimas,Refunds,Refunds - label indicating when a part or full invoice amount is given back
credit_note.label.ref_invoice,Ref sąskaitą faktūrą,Ref Invoice,testing
credit_note.label.due,Galima suma,Amount Available,Label to indicate the amount available for the customer to apply credits in the future
credit_note.label.tax.inclusive_of_vat,imtinai su PVM,incl. VAT,VAT Inclusive -  inclusive of all taxes
credit_note.label.billed_to,Sąskaita,Billed To,Label - The customer's billing address follows this label
credit_note.label.allocations,Paskyrimai,Allocations,Credit note label indicating the allocations
credit_note.label.amount,Suma,Amount,Label amount
credit_note.header.label.amount,Suma,Amount,Amount label
credit_note.applied_transaction.text, %{amount} buvo paskirta sąskaitai faktūrai „ %{invoice_number}“ %{date}.,%{amount} was allocated for invoice '%{invoice_number}' at %{date}.,Amount was allocated for invoice #123 at date.
credit_note.label.customer_id,Kliento ID,Customer ID,Label customer id
credit_note.header.label.sub_total,Iš viso,Sub Total,Sub total - Label to indicate the sub total amount
credit_note.label.tax.tax,Mokesčiai,Tax,Tax
credit_note.header.label.discounts,Nuolaida,Discount,Label that lists the discounts issued
credit_note.label.tax.exclusive_of_vat,Išskirtinis PVM,excl. VAT,VAT Exclusive - exclusive of taxes
credit_note.header.label.description,apibūdinimas,Description,The table heading under which the product description comes
credit_note.label.id,ID,ID,Id - the credit note id
credit_note.label.subscription,Prenumerata,Subscription,The label subscription - All the subscription details follow the label
