key,value,reference value,description
portal.stripe_acc_status_reason.errored,Viimeisin pankkitilille lähetetty siirto epäonnistui. Pankkitiliä ei voi käyttää tuleviin maksuihin,Recent transfer sent to the bank account failed. The bank account cannot be used for future payments,Recent transfer sent to the bank account failed. The bank account cannot be used for future payments
portal.change_password.reenter_new_password,Salasanat eivät täsmää,Passwords do not match,Passwords do not match
portal.change_password.new_password_not_same,Uusi salasana on sama kuin nykyinen salasana,New password is same as the current password,New password is same as the current password
portal.change_password.current_password.incorrect,Antamasi salasana on väärä,The password you gave is incorrect,The password you gave is incorrect
portal.stripe_acc_status_reason.verification_failed,Enintään yrityksiä tarkistaa pankkitili on ylitetty,Max attempts to verify the bank account has been crossed,Max attempts to verify the bank account has been crossed
portal.account_details.address,Osoite,Address,Address Label
portal.stripe_acc_status_reason.validated,Pankkitiliä ei ole vielä vahvistettu,The bank account is not yet verified,The bank account is not yet verified
portal.stripe_acc_status_reason.verified,Pankkitili on vahvistettu,The bank account is verified,The bank account is verified
portal.stripe_acc_status_reason.new,Pankkitiliä ei ole vielä vahvistettu,The bank account is not yet verified,The bank account is not yet verified
portal.change_password.recently_used,Äskettäin käytettyjä salasanoja ei voida käyttää uudelleen,Recently used passwords cannot be reused again,Recently used passwords cannot be reused again
