key,value,reference value,description
enum.contract_term_base.action_at_term_end.name.renew,Подновява се за друг мандат,Renews for another term,"<li>Contract term completes and a new contract term is started for the number of billing cycles specified in <a href=""subscriptions#create_subscription_for_customer_contract_term_billing_cycle_on_renewal""><code>contract_billing_cycle_on_renewal</code></a>.</li><li>The <code>action_at_term_end</code> for the new contract term is set to <code>renew</code>."
enum.plan_base.period_unit.name.year,Година,Year,Charge based on year(s)
enum.credit_note_base.reason_code.name.chargeback,Обратно плащане,Chargeback,Can be set when you are recording your customer Chargebacks
enum.contract_term_base.action_at_term_end.name.cancel,Договорът приключва,Contract ends,Contract term completes and subscription is canceled.
enum.public_card_error_code.name.paypal_general_err,Срещнахме проблем при достъпа до вашия акаунт в paypal.,We've encountered a problem while accessing your paypal account.,We've encountered a problem while accessing your paypal account.
enum.invoice_base.status.name.posted,Публикувано,Posted,Indicates the payment is not yet collected and will be in this state till the due date to indicate the due period
enum.line_item_base.type.name.account_credits,Кредити за акаунти,Account Credits,Account Credits
enum.payment_method_base.type.name.paypal_express_checkout,Paypal Express Checkout,Paypal Express Checkout,Payments made via PayPal Express Checkout.
enum.payment_method_base.type.name.e_2checkout,2Checkout,2Checkout,2Checkout
enum.payment_method_base.type.name.bancontact,Bancontact,Bancontact,Bancontact Card Payments.
enum.invoice_base.status.name.pending,В очакване,Pending,"<ul><li><strong><a href=""/docs/api/invoices?prod_cat_ver=2#invoice_status"">Product Catalog 2.0:</a></strong> The invoice is
    yet to be closed (sent for payment collection). An invoice is generated with this <code>status</code> when it has line items that
    belong to items that are <code>metered</code> or when the <code>subscription.create_pending_invoices</code>
    attribute is set to <code>true</code>.<br> <strong><a href=""/docs/api/invoices?prod_cat_ver=1#invoice_status""
</li>                                                          <li>Product Catalog 1.0:</a></strong> The invoice is yet to be
    closed (sent for payment collection). All invoices are generated with this <code>status</code> when <a
            href=""https://www.chargebee.com/docs/metered_billing.html"" target=""_blank"" rel=""noreferrer noopener"">Metered
        Billing</a> is enabled for the site.</li></ul>"
enum.line_item_base.type.name.coupon_credit,Купонен кредит,Coupon Credit,Coupon Credit
enum.public_card_error_code.name.amz_account_suspended,"Възникна проблем при използване на вашия акаунт в Amazon. Моля, изберете друг начин на плащане.",Encountered a problem while using your amazon account. Please select a different payment method.,Encountered a problem while using your amazon account. Please select a different payment method.
enum.public_card_error_code.name.prepaid_card_err,Предплатени карти не се поддържат.,Prepaid cards are not supported.,Prepaid cards are not supported.
