key,value,reference value,description
invoice.label.invoice_date,Датата на фактурата,Invoice Date,invoice date label
invoice.payment_succeeded, %{inv_amount} е платено на %{inv_date},%{inv_amount} was paid on %{inv_date},The date at which the invoice was paid
invoice.label.payment_status.initiated,Инициирано плащане,Payment Initiated,Payment initiated for an invoice text
invoice.branding.test_label,"Това е примерна фактура, генерирана от Chargebee",This is a sample invoice generated by Chargebee,Logo in an invoice
invoice.label.invoice_amount,Сума на фактурата,Invoice Amount,Invoice amount label
invoice.branding.cb_name,Chargebee,Chargebee,Compay name
invoice.label.payment_terms,Условия за плащане,Payment Terms,Net D payment terms label shown in invoice
invoice.label.tax.vat,VAT,VAT,VAT -  is the tax description
invoice.label.id,ID,ID,Subscription id label
invoice.label.include,Включва,Includes,includes
invoice.header.label.unit_price,Единична цена,Unit Price,Unit price is the heading under which the cost per unit of the product comes
invoice.label.tax.exclusive_of_vat,Без ДДС,excl. VAT,VAT Exclusive - exclusive of taxes
invoice.payment_inprogress,Плащането с %{inv_amount} бе инициирано на %{inv_date},%{inv_amount} payment was initiated on %{inv_date},indicates that the payment was initiated along with the date
invoice.payment_terms.net_prefix,Нето %{days},Net %{days},"To indicate the patment term prefix. Ex, Net 15, Net 30"
invoice.label.notes,Бележки,Notes,Any invoice notes that need to be displayed
invoice.customer_email.request_card,Актуализирайте данните за начина си на плащане,Update your payment method details,Email subject that prompts the customer to enter the payment method details
invoice.label.invoice,Фактура,Invoice,Invoice number label
invoice.title.subscription,Абонамент,Subscription,Subscription sub heading
invoice.title.billed_to,Таксувано на,Billed To,Billed to label - Under this comes the billing address of the customer
invoice.label.amount_due,"Сума, дължима",Amount Due,Amount that needs to be paid
invoice.label.payments,Плащания,Payments,Payments made
invoice.label.cust_id,Клиентски номер,Customer ID,Customer id label
tax.rate.description,%{tax_name} @ %{rate},%{tax_name} @ %{rate},GST @ 5%
invoice.header.label.units,Единици,Units,Heading under which the number of units of the product purchased comes
invoice.payment_terms.due_upon_receipt,Дължимо при получаване,Due Upon Receipt,To indicate the Zero net terms 
invoice.header.label.amount,Количество,Amount,The amount that needs to be paid
invoice.label.tax.inclusive_of_vat,с включен ДДС,incl. VAT,VAT Inclusive -  inclusive of all taxes
invoice.header.label.description,Описание,Description,Table heading under which the product description comes
invoice.label.due_date,Краен срок,Due Date,Invoice Due date label
invoice.label.adjustments,Корекции,Adjustments,The adjustments made to the invoice 
invoice.label.sub_total,Под Общо,Sub Total,Sub total
invoice.sub.billing_period,%{from_date} - %{to_date},%{from_date} to %{to_date},3rd sept to 22 Oct
invoice.label.tax_details,Данъчни данни,Tax Details,tax details label
invoice.label.credits,Кредити,Credits,The store credits used in the invoice
invoice.label.next_billing_date,Следваща дата за фактуриране,Next Billing Date,Next billing date label
invoice.label.tax.tax,Данък,Tax,tax
invoice.label.billing_period,Период на фактуриране,Billing Period,Billing period label
invoice.inclusive_tax_single_with_tax_in_loc_currency.desc,Включително %{tax_description} %{total_amount} ( %{tax_in_loc_currency}),Inclusive of %{tax_description} %{total_amount}(%{tax_in_loc_currency}),For the case when one particular tax is inclusive - inclusive of vat (30)
invoice.label.vat_exemption_note,Бележка за освобождаване от ДДС,VAT Exemption Note,"A label below which is a note, that describes why VAT has been excempted for the customer"
invoice.label.cust,Клиент,Customer,Customer label
invoice.label.cust_vat,VAT,VAT,VAT number label
invoice.title.shipped_to,Доставен до,Shipped To,Shipped to label - Under this comes the shipping address of the customer
invoice.inclusive_tax_multi.desc,Включително данъци ( %{total_amount}),Inclusive of taxes (%{total_amount}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
invoice.label.vat_details,Подробности за ДДС,Vat Details,VAT details label which is shown in vat incl invoices
invoice.label.total,Обща сума,Total,Total
invoice.label.po_number,PO,PO,Purchase order number label
invoice.header.label.discounts,Отстъпка,Discount,Discount label
invoice.label.tax.exclusive,Изключителен,Excl. ,Exclusive - exclusive of taxes
invoice.inclusive_tax_multi_with_tax_in_loc_currency.desc,Включително данъци %{total_amount} ( %{tax_in_loc_currency}),Inclusive of taxes %{total_amount}(%{tax_in_loc_currency}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
invoice.branding.powered_by,Задвижвани от,Powered by,Logo in an invoice - Powered by Chargebee
invoice.inclusive_tax_single.desc,Включително %{tax_description} ( %{total_amount}),Inclusive of %{tax_description} (%{total_amount}),For the case when one particular tax is inclusive - inclusive of vat (30)
invoice.label.round_off,Закръглявам,Round Off,Round off - invoice amount is rounded off to a whole number
invoice.header.label.sub_total,Под Общо,Sub Total,Sub total
invoice.label.transfer_details,Подробности за трансфера,Transfer Details,Transfer Details label
invoice.label.tax.inclusive,Включително,Incl. ,Inclusive -  inclusive of all taxes
invoice.header.label.price,Цена,Price,Price is the heading under which the cost of the product comes
