key,value,reference value,description
invoice.label.invoice_date,Fatura tarihi,Invoice Date,invoice date label
invoice.payment_succeeded," %{inv_amount}, %{inv_date} tarihinde ödendi",%{inv_amount} was paid on %{inv_date},The date at which the invoice was paid
invoice.label.payment_status.initiated,Ödeme Başlatıldı,Payment Initiated,Payment initiated for an invoice text
invoice.branding.test_label,"Bu, Chargebee tarafından oluşturulan örnek bir faturadır",This is a sample invoice generated by Chargebee,Logo in an invoice
invoice.label.invoice_amount,Fatura tutarı,Invoice Amount,Invoice amount label
invoice.branding.cb_name,Chargebee,Chargebee,Compay name
invoice.label.payment_terms,Ödeme şartları,Payment Terms,Net D payment terms label shown in invoice
invoice.label.tax.vat,VAT,VAT,VAT -  is the tax description
invoice.label.id,ID,ID,Subscription id label
invoice.label.include,Dahil edilenler,Includes,includes
invoice.header.label.unit_price,Birim fiyat,Unit Price,Unit price is the heading under which the cost per unit of the product comes
invoice.label.tax.exclusive_of_vat,KDV hariç,excl. VAT,VAT Exclusive - exclusive of taxes
invoice.payment_inprogress, %{inv_amount} ödemesi %{inv_date} tarihinde başlatıldı,%{inv_amount} payment was initiated on %{inv_date},indicates that the payment was initiated along with the date
invoice.payment_terms.net_prefix,Net %{days},Net %{days},"To indicate the patment term prefix. Ex, Net 15, Net 30"
invoice.label.notes,Notlar,Notes,Any invoice notes that need to be displayed
invoice.customer_email.request_card,Ödeme yöntemi ayrıntılarınızı güncelleyin,Update your payment method details,Email subject that prompts the customer to enter the payment method details
invoice.label.invoice,Fatura,Invoice,Invoice number label
invoice.title.subscription,Abonelik,Subscription,Subscription sub heading
invoice.title.billed_to,Fatura,Billed To,Billed to label - Under this comes the billing address of the customer
invoice.label.amount_due,Alacak miktarı,Amount Due,Amount that needs to be paid
invoice.label.payments,Ödemeler,Payments,Payments made
invoice.label.cust_id,Müşteri Kimliği,Customer ID,Customer id label
tax.rate.description,%{tax_name} @ %{rate},%{tax_name} @ %{rate},GST @ 5%
invoice.header.label.units,Birimler,Units,Heading under which the number of units of the product purchased comes
invoice.payment_terms.due_upon_receipt,Makbuz Üzerine Vade,Due Upon Receipt,To indicate the Zero net terms 
invoice.header.label.amount,Miktar,Amount,The amount that needs to be paid
invoice.label.tax.inclusive_of_vat,KDV dahil,incl. VAT,VAT Inclusive -  inclusive of all taxes
invoice.header.label.description,Açıklama,Description,Table heading under which the product description comes
invoice.label.due_date,Bitiş tarihi,Due Date,Invoice Due date label
invoice.label.adjustments,Ayarlamalar,Adjustments,The adjustments made to the invoice 
invoice.label.sub_total,Ara toplam,Sub Total,Sub total
invoice.sub.billing_period,%{from_date} - %{to_date},%{from_date} to %{to_date},3rd sept to 22 Oct
invoice.label.tax_details,Vergi Ayrıntıları,Tax Details,tax details label
invoice.label.credits,Kredi,Credits,The store credits used in the invoice
invoice.label.next_billing_date,Sonraki Fatura Tarihi,Next Billing Date,Next billing date label
invoice.label.tax.tax,Vergi,Tax,tax
invoice.label.billing_period,Fatura donemi,Billing Period,Billing period label
invoice.inclusive_tax_single_with_tax_in_loc_currency.desc, %{tax_description} %{total_amount} ( %{tax_in_loc_currency}) dahil,Inclusive of %{tax_description} %{total_amount}(%{tax_in_loc_currency}),For the case when one particular tax is inclusive - inclusive of vat (30)
invoice.label.vat_exemption_note,KDV Muafiyeti Notu,VAT Exemption Note,"A label below which is a note, that describes why VAT has been excempted for the customer"
invoice.label.cust,Müşteri,Customer,Customer label
invoice.label.cust_vat,VAT,VAT,VAT number label
invoice.title.shipped_to,Kargolandı,Shipped To,Shipped to label - Under this comes the shipping address of the customer
invoice.inclusive_tax_multi.desc,Vergiler dahil ( %{total_amount}),Inclusive of taxes (%{total_amount}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
invoice.label.vat_details,KDV Ayrıntıları,Vat Details,VAT details label which is shown in vat incl invoices
invoice.label.total,Toplam,Total,Total
invoice.label.po_number,PO,PO,Purchase order number label
invoice.header.label.discounts,İndirim,Discount,Discount label
invoice.label.tax.exclusive,Ayrıcalıklı,Excl. ,Exclusive - exclusive of taxes
invoice.inclusive_tax_multi_with_tax_in_loc_currency.desc,Vergi dahil %{total_amount} ( %{tax_in_loc_currency}),Inclusive of taxes %{total_amount}(%{tax_in_loc_currency}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
invoice.branding.powered_by,Tarafından desteklenmektedir,Powered by,Logo in an invoice - Powered by Chargebee
invoice.inclusive_tax_single.desc, %{tax_description} dahil ( %{total_amount}),Inclusive of %{tax_description} (%{total_amount}),For the case when one particular tax is inclusive - inclusive of vat (30)
invoice.label.round_off,Yuvarlama,Round Off,Round off - invoice amount is rounded off to a whole number
invoice.header.label.sub_total,Ara toplam,Sub Total,Sub total
invoice.label.transfer_details,Transfer Detayları,Transfer Details,Transfer Details label
invoice.label.tax.inclusive,Kapsayıcı,Incl. ,Inclusive -  inclusive of all taxes
invoice.header.label.price,Fiyat,Price,Price is the heading under which the cost of the product comes
