key,value,reference value,description
error.column.base_money.numeric,számnak kell lennie,should be a number,
error.invalid_expiry_info,érvénytelen lejárati információ,invalid expiry info,
error.column.number.allow_negative,nem lehet negatív,should not be negative,
error.column.email.main, érvényes e-mailnek kell lennie, should be a valid email,
error.column.number.range.min_max,a (z) %{min} és %{max} tartományban kell lennie,should be in the range %{min} & %{max},
error.column.base_money.range.max,nem haladhatja meg a %{max} értéket,should not exceed %{max},
error.column.number.range.max,nem haladhatja meg a %{max} értéket,should not exceed %{max},
error.column.string.length.min, legalább %{min} karaktert kell tartalmaznia, should have atleast %{min} characters,
error.atleast_today,Legalább ma kellene lennie,Should be atleast today,
error.column.base_money.range.min,legalább %{min} legyen,should be atleast %{min},
error.invalid_cvv,érvénytelen CVV,invalid CVV,
error.column.base_money.main, érvénytelen pénznemformátum, invalid currency format,
error.column.number.range.min,legalább %{min} legyen,should be atleast %{min},
error.column.string.length.max," nem lehet több, mint %{max} karakter", should not have more than %{max} characters,
error.presence,nem lehet üres,cannot be blank,
error.wrong_format, %{regex} formátumban kell lennie,Should be in %{regex} format,
error.column.string.length.fixed_length, %{min} karakterből állhat, should be of %{min} characters,
error.date_format,érvénytelen dátumformátum,invalid date format,
error.column.string.length.min_max, %{min} és %{max} karakter között kell lennie, should be between %{min} and %{max} characters,
error.column.color.main,érvénytelen hexadecimális színkód,invalid hex color code,
error.password.format,"Jelszavának legalább 8 karakter hosszúnak kell lennie, és tartalmaznia kell egy egész számot, egy ábécét és egy speciális karaktert","Your password must be at least 8 characters long and contain an integer, an alphabet, and a special character",
error.column.integer.strict_int,tizedesértékek nem megengedettek,decimal values are not allowed,
error.column.data.format_spaces, Érvénytelen dátumformátum, Invalid date format,
error.card_number,Érvénytelen hitelkártyaszám,invalid credit card number,
error.register_for_gst_should_be_enabled,Ez kötelező,This is mandatory,
error.column.uniqueness, %{column_name} már létezik,%{column_name} already exists,
error.column.base_money.range.min_max,a (z) %{min} és %{max} tartományban kell lennie,should be in the range %{min} & %{max},
error.column.number.main,számnak kell lennie,should be a number,
error.vat_number_cannot_be_blank,Az ÁFA-szám nem lehet üres,VAT Number cannot be empty,
