key,value,reference value,description
invoice.label.invoice_date,วันที่ในใบแจ้งหนี้,Invoice Date,invoice date label
invoice.payment_succeeded,ชำระเงิน %{inv_amount} เมื่อ %{inv_date},%{inv_amount} was paid on %{inv_date},The date at which the invoice was paid
invoice.label.payment_status.initiated,เริ่มการชำระเงินแล้ว,Payment Initiated,Payment initiated for an invoice text
invoice.branding.test_label,นี่คือตัวอย่างใบแจ้งหนี้ที่ Chargebee สร้างขึ้น,This is a sample invoice generated by Chargebee,Logo in an invoice
invoice.label.invoice_amount,จำนวนเงินในใบแจ้งหนี้,Invoice Amount,Invoice amount label
invoice.branding.cb_name,Chargebee,Chargebee,Compay name
invoice.label.payment_terms,เงื่อนไขการชำระเงิน,Payment Terms,Net D payment terms label shown in invoice
invoice.label.tax.vat,VAT,VAT,VAT -  is the tax description
invoice.label.id,ID,ID,Subscription id label
invoice.label.include,รวม,Includes,includes
invoice.header.label.unit_price,ราคาต่อหน่วย,Unit Price,Unit price is the heading under which the cost per unit of the product comes
invoice.label.tax.exclusive_of_vat,ไม่รวมภาษีมูลค่าเพิ่ม,excl. VAT,VAT Exclusive - exclusive of taxes
invoice.payment_inprogress,การชำระเงิน %{inv_amount} เริ่มต้นเมื่อ %{inv_date},%{inv_amount} payment was initiated on %{inv_date},indicates that the payment was initiated along with the date
invoice.payment_terms.net_prefix,สุทธิ %{days},Net %{days},"To indicate the patment term prefix. Ex, Net 15, Net 30"
invoice.label.notes,หมายเหตุ,Notes,Any invoice notes that need to be displayed
invoice.customer_email.request_card,อัปเดตรายละเอียดวิธีการชำระเงินของคุณ,Update your payment method details,Email subject that prompts the customer to enter the payment method details
invoice.label.invoice,ใบแจ้งหนี้,Invoice,Invoice number label
invoice.title.subscription,การสมัครสมาชิก,Subscription,Subscription sub heading
invoice.title.billed_to,เรียกเก็บเงินถึง,Billed To,Billed to label - Under this comes the billing address of the customer
invoice.label.amount_due,จำนวนที่เหลือจำนวนที่ยังค้างอยู่,Amount Due,Amount that needs to be paid
invoice.label.payments,การชำระเงิน,Payments,Payments made
invoice.label.cust_id,รหัสลูกค้า,Customer ID,Customer id label
tax.rate.description,%{tax_name} @ %{rate},%{tax_name} @ %{rate},GST @ 5%
invoice.header.label.units,หน่วย,Units,Heading under which the number of units of the product purchased comes
invoice.payment_terms.due_upon_receipt,ครบกำหนดเมื่อได้รับ,Due Upon Receipt,To indicate the Zero net terms 
invoice.header.label.amount,จำนวน,Amount,The amount that needs to be paid
invoice.label.tax.inclusive_of_vat,รวมภาษีมูลค่าเพิ่มแล้ว,incl. VAT,VAT Inclusive -  inclusive of all taxes
invoice.header.label.description,คำอธิบาย,Description,Table heading under which the product description comes
invoice.label.due_date,วันครบกำหนด,Due Date,Invoice Due date label
invoice.label.adjustments,การปรับเปลี่ยน,Adjustments,The adjustments made to the invoice 
invoice.label.sub_total,ผลรวมย่อย,Sub Total,Sub total
invoice.sub.billing_period,%{from_date} - %{to_date},%{from_date} to %{to_date},3rd sept to 22 Oct
invoice.label.tax_details,รายละเอียดภาษี,Tax Details,tax details label
invoice.label.credits,เครดิต,Credits,The store credits used in the invoice
invoice.label.next_billing_date,วันที่เรียกเก็บเงินถัดไป,Next Billing Date,Next billing date label
invoice.label.tax.tax,ภาษี,Tax,tax
invoice.label.billing_period,ระยะเวลาการเรียกเก็บเงิน,Billing Period,Billing period label
invoice.inclusive_tax_single_with_tax_in_loc_currency.desc,รวมของ %{tax_description} %{total_amount} ( %{tax_in_loc_currency}),Inclusive of %{tax_description} %{total_amount}(%{tax_in_loc_currency}),For the case when one particular tax is inclusive - inclusive of vat (30)
invoice.label.vat_exemption_note,หมายเหตุการยกเว้นภาษีมูลค่าเพิ่ม,VAT Exemption Note,"A label below which is a note, that describes why VAT has been excempted for the customer"
invoice.label.cust,ลูกค้า,Customer,Customer label
invoice.label.cust_vat,VAT,VAT,VAT number label
invoice.title.shipped_to,ส่งไปที่,Shipped To,Shipped to label - Under this comes the shipping address of the customer
invoice.inclusive_tax_multi.desc,ไม่รวมภาษี ( %{total_amount}),Inclusive of taxes (%{total_amount}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
invoice.label.vat_details,รายละเอียดภาษีมูลค่าเพิ่ม,Vat Details,VAT details label which is shown in vat incl invoices
invoice.label.total,รวม,Total,Total
invoice.label.po_number,PO,PO,Purchase order number label
invoice.header.label.discounts,ส่วนลด,Discount,Discount label
invoice.label.tax.exclusive,พิเศษ,Excl. ,Exclusive - exclusive of taxes
invoice.inclusive_tax_multi_with_tax_in_loc_currency.desc,รวมภาษี %{total_amount} ( %{tax_in_loc_currency}),Inclusive of taxes %{total_amount}(%{tax_in_loc_currency}),The amount paid will be inclusive of the taxes -Inclusive of taxes (20)
invoice.branding.powered_by,ขับเคลื่อนโดย,Powered by,Logo in an invoice - Powered by Chargebee
invoice.inclusive_tax_single.desc,รวม %{tax_description} ( %{total_amount}),Inclusive of %{tax_description} (%{total_amount}),For the case when one particular tax is inclusive - inclusive of vat (30)
invoice.label.round_off,หมดยก,Round Off,Round off - invoice amount is rounded off to a whole number
invoice.header.label.sub_total,ผลรวมย่อย,Sub Total,Sub total
invoice.label.transfer_details,รายละเอียดการโอน,Transfer Details,Transfer Details label
invoice.label.tax.inclusive,รวม,Incl. ,Inclusive -  inclusive of all taxes
invoice.header.label.price,ราคา,Price,Price is the heading under which the cost of the product comes
