key,value,reference value,description
invoice.transaction.credit_applied,เครดิตจำนวน %{amount} ถูกนำไปใช้กับ %{date},A credit of %{amount} was applied on %{date}.,A credit of amount was applied on date
constants.taxes.avalara_partial_tax_desc,* จำนวนเงินนี้คำนวณจากจำนวนเงินที่ต้องเสียภาษีซึ่งอาจแตกต่างกันไปตามกฎหมายการจัดเก็บภาษีในประเทศของคุณ,*This amount is calculated based on the taxable amount which may vary based on the taxation laws in your country.,avalara partial tax descirption text
invoice.transaction.voided_on,โมฆะเมื่อ %{date},Voided on %{date}.,Voided on date
transaction.payment_method.by_card_null, โดย Card., by Card.,payment with card
transaction.payment_method.via_pm, ผ่าน %{payment_method}, via %{payment_method}.,via payment method type
invoice.footer.title.adjustments,การปรับเปลี่ยน,Adjustments,Adjustments footer title
invoice.transaction.written_off, %{amount} ถูกตัดออกเมื่อ %{date},%{amount} was written-off on %{date}.,Amount was writted off on date
transaction.payment_method.by_card, ตามการ์ด %{card_type} ที่ลงท้ายด้วย %{last4_digits}, by %{card_type} card ending %{last4_digits}.,payment with card
invoice.transaction.refunded_initiated,คืนเงิน %{amount} เริ่มต้นเมื่อ %{date},%{amount} refund was initiated on %{date},Amount refund was initiated on date
constants.invoice_customization.reverse_charge_msg,ภาษีมูลค่าเพิ่มไม่สามารถใช้กับใบแจ้งหนี้นี้ได้เนื่องจากมีการระบุหมายเลขทะเบียน VAT ที่ถูกต้องและใช้กลไกการเรียกเก็บเงินย้อนกลับ,VAT is not applicable on this invoice because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.refunded_completed,คืนเงิน %{amount} เมื่อ %{date},%{amount} was refunded on %{date},Amount refunded on date
invoice.footer.title.payments,การชำระเงิน,Payments,Payment footer title
constants.invoice_customization.cn_reverse_charge_msg,ภาษีมูลค่าเพิ่มไม่สามารถใช้กับใบลดหนี้นี้ได้เนื่องจากมีการระบุหมายเลขทะเบียน VAT ที่ถูกต้องและใช้กลไกการเรียกเก็บเงินย้อนกลับ,VAT is not applicable on this credit note because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge mesage for credit note
transaction.payment_method.offline_payment,การชำระเงินแบบออฟไลน์,Offline Payment,Payment through other channels
transaction.payment_method.to_card_null, ไปยังการ์ด, to Card.,payment with card
constants.invoice_customization.vat_exemption_note_export_uk,โปรดทราบว่าเนื่องจากสหราชอาณาจักรไม่ได้เป็นส่วนหนึ่งของสหภาพยุโรปอีกต่อไปบริการของเราจึงอยู่นอกขอบเขตของภาษีมูลค่าเพิ่มของสหราชอาณาจักร,"Please note that as the UK is no longer part of the EU, our services are outside the scope of UK VAT.",VAT Export Note for UK
transaction.payment_method.to_card, ถึง %{card_type} การ์ดที่ลงท้ายด้วย %{last4_digits}, to %{card_type} card ending %{last4_digits}.,payment with card
invoice.footer.title.credits,เครดิต,Credits,Credits footer title
invoice.transaction.adjustment,มีการปรับปรุง %{amount} เมื่อ %{date},An adjustment of %{amount} was made on %{date}.,Adjustment of amount was made on date
constants.invoice_customization.quote_reverse_charge_msg,ไม่สามารถใช้ภาษีมูลค่าเพิ่มกับ %{quote_title} นี้ได้เนื่องจากมีการระบุหมายเลขทะเบียน VAT ที่ถูกต้องและใช้กลไกการเรียกเก็บเงินย้อนกลับ,VAT is not applicable on this %{quote_title} because a valid VAT registration number was provided and the reverse charge mechanism has been applied.,default reverse charge message
invoice.transaction.chargeback_text,มีการบันทึกการปฏิเสธการชำระเงินจำนวน %{amount} เป็นเงินคืนเมื่อ %{date},A chargeback of %{amount} has been recorded as refund on %{date},A chargeback recorded on a date
constants.invoice_customization.vat_exemption_note_export,ธุรกรรมการส่งออกนี้ได้รับการยกเว้นภาษีมูลค่าเพิ่มตามมาตรา 146 ของ EU VAT Directive,This export transaction is exempt from VAT as per Article 146 of the EU VAT Directive., VAT Exemption for Export
transaction.payment_method.direct_debit,ACH,ACH,Direct Debit heading
transaction.payment_method.via_card_wallet_pm, ผ่าน %{payment_method} (บัตร %{card_type} ที่ลงท้ายด้วย %{last4_digits}), via  %{payment_method} ( %{card_type} card ending %{last4_digits} ).,via payment method type
transaction.payment_method.by_pm, โดย %{payment_method}, by %{payment_method}.,by payment method type
