key,value,reference value,description
account.first_name.label,Keresztnév,First Name,
account.first_name.help,,,
account.last_name.label,Vezetéknév,Last Name,
account.last_name.help,,,
account.email.label,Email,Email,
account.email.help,,,
account.company.label,Vállalat,Company,
account.company.help,,,
account.phone.label,Telefon,Phone,
account.phone.help,,,
billing.first_name.label,Keresztnév,First Name,
billing.first_name.help,,,
billing.last_name.label,Vezetéknév,Last Name,
billing.last_name.help,,,
billing.email.label,Email,Email,
billing.email.help,,,
billing.phone.label,Telefon,Phone,
billing.phone.help,,,
billing.company.label,Vállalat,Company,
billing.company.help,,,
billing.line1.label,Címsor 1,Address Line1,
billing.line1.help,,,
billing.line2.label,Cím sor 2,Address Line2,
billing.line2.help,,,
billing.line3.label,Címsor3,Address Line3,
billing.line3.help,,,
billing.city.label,Város,City,
billing.city.help,,,
billing.zip.label,Postai irányítószám,Zip,
billing.zip.help,,,
billing.country.label,Ország,Country,
billing.country.help,,,
billing.region.label,Állapot,State,
billing.region.help,,,
billing.state_code.label,Állapot,State,
billing.state_code.help,,,
tax.vat_number.label,Adószám,VAT Number,
tax.vat_number.help,,,
tax.registered_for_gst.label,Regisztráltam a GST-re,I have registered for GST,
tax.registered_for_gst.help,,,
shipping.first_name.label,Keresztnév,First Name,
shipping.first_name.help,,,
shipping.last_name.label,Vezetéknév,Last Name,
shipping.last_name.help,,,
shipping.email.label,Email,Email,
shipping.email.help,,,
shipping.phone.label,Telefon,Phone,
shipping.phone.help,,,
shipping.company.label,Vállalat,Company,
shipping.company.help,,,
shipping.line1.label,Címsor 1,Address Line1,
shipping.line1.help,,,
shipping.line2.label,Cím sor 2,Address Line2,
shipping.line2.help,,,
shipping.line3.label,Címsor3,Address Line3,
shipping.line3.help,,,
shipping.city.label,Város,City,
shipping.city.help,,,
shipping.zip.label,Postai irányítószám,Zip,
shipping.zip.help,,,
shipping.country.label,Ország,Country,
shipping.country.help,,,
shipping.region.label,Állapot,State,
shipping.region.help,,,
shipping.state_code.label,Állapot,State,
shipping.state_code.help,,,
gift.first_name.label,Keresztnév,First Name,
gift.first_name.help,,,
gift.last_name.label,Vezetéknév,Last Name,
gift.last_name.help,,,
gift.email.label,Email,Email,
gift.email.help,,,
gift.note.label,,,
gift.note.help,,,
gift.signature.label,"Kiktől kell azt mondanunk, hogy származik",Whom should we say it's from,
gift.signature.help,,,
gift.gift_schedule_type.label,,,
gift.gift_schedule_type.help,,,
gift.gift_schedule_at.label,Dátum,Date,
gift.gift_schedule_at.help,,,
gift.gift_schedule_time.label,Idő,Time,
gift.gift_schedule_time.help,,,
card.first_name.label,Keresztnév,First Name,
card.first_name.help,,,
card.last_name.label,Vezetéknév,Last Name,
card.last_name.help,,,
card.number.label,Szám,Number,
card.number.help,,,
card.expiry.label,Lejárat,Expiry,
card.expiry.help,,,
card.expiry_year.label,Lejárat,Expiry,
card.expiry_year.help,,,
card.cvv.label,Cvv,Cvv,
card.cvv.help,,,
card.billing_addr1.label,Címsor 1,Address Line1,
card.billing_addr1.help,,,
card.billing_addr2.label,Cím sor 2,Address Line2,
card.billing_addr2.help,,,
card.billing_city.label,Város,City,
card.billing_city.help,,,
card.billing_zip.label,Postai irányítószám,Zip,
card.billing_zip.help,,,
card.billing_country.label,Ország,Country,
card.billing_country.help,,,
card.billing_region.label,Állapot,State,
card.billing_region.help,,,
card.billing_state_code.label,Állapot,State,
card.billing_state_code.help,,,
